histology,n_test,cindex,model_family,predictor,lambda_sparse,lambda_sample_smooth,seed
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,mlp,0.007,0.2,510124
other,23,0.4054054054054054,LSPIN,mlp,0.007,0.2,510124
infiltratingductalcarcinoma,220,0.5960720130932897,LSPIN,mlp,0.007,0.2,510125
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,mlp,0.007,0.2,510125
other,23,0.5945945945945946,LSPIN,mlp,0.007,0.2,510125
infiltratingductalcarcinoma,220,0.5666121112929624,LSPIN,mlp,0.007,0.2,510126
infiltratinglobularcarcinoma,60,0.671957671957672,LSPIN,mlp,0.007,0.2,510126
other,23,0.6486486486486487,LSPIN,mlp,0.007,0.2,510126
infiltratingductalcarcinoma,220,0.5859247135842881,LSPIN,mlp,0.007,0.2,510127
infiltratinglobularcarcinoma,60,0.6402116402116402,LSPIN,mlp,0.007,0.2,510127
other,23,0.6756756756756757,LSPIN,mlp,0.007,0.2,510127
infiltratingductalcarcinoma,220,0.6428805237315875,LSPIN,mlp,0.00875,0.2,520123
infiltratinglobularcarcinoma,60,0.5873015873015873,LSPIN,mlp,0.00875,0.2,520123
other,23,0.6486486486486487,LSPIN,mlp,0.00875,0.2,520123
infiltratingductalcarcinoma,220,0.6291325695581015,LSPIN,mlp,0.00875,0.2,520124
infiltratinglobularcarcinoma,60,0.4285714285714285,LSPIN,mlp,0.00875,0.2,520124
other,23,0.6216216216216216,LSPIN,mlp,0.00875,0.2,520124
infiltratingductalcarcinoma,220,0.6104746317512275,LSPIN,mlp,0.00875,0.2,520125
infiltratinglobularcarcinoma,60,0.4708994708994709,LSPIN,mlp,0.00875,0.2,520125
other,23,0.4054054054054054,LSPIN,mlp,0.00875,0.2,520125
infiltratingductalcarcinoma,220,0.6006546644844517,LSPIN,mlp,0.00875,0.2,520126
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,mlp,0.00875,0.2,520126
other,23,0.6756756756756757,LSPIN,mlp,0.00875,0.2,520126
infiltratingductalcarcinoma,220,0.5761047463175123,LSPIN,mlp,0.00875,0.2,520127
infiltratinglobularcarcinoma,60,0.4761904761904761,LSPIN,mlp,0.00875,0.2,520127
other,23,0.4864864864864865,LSPIN,mlp,0.00875,0.2,520127
infiltratingductalcarcinoma,220,0.6013093289689034,LSPIN,mlp,0.0105,0.2,530123
infiltratinglobularcarcinoma,60,0.6084656084656085,LSPIN,mlp,0.0105,0.2,530123
other,23,0.5405405405405406,LSPIN,mlp,0.0105,0.2,530123
infiltratingductalcarcinoma,220,0.5711947626841244,LSPIN,mlp,0.0105,0.2,530124
infiltratinglobularcarcinoma,60,0.5873015873015873,LSPIN,mlp,0.0105,0.2,530124
other,23,0.4594594594594595,LSPIN,mlp,0.0105,0.2,530124
infiltratingductalcarcinoma,220,0.5823240589198037,LSPIN,mlp,0.0105,0.2,530125
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,mlp,0.0105,0.2,530125
other,23,0.6216216216216216,LSPIN,mlp,0.0105,0.2,530125
infiltratingductalcarcinoma,220,0.5787234042553191,LSPIN,mlp,0.0105,0.2,530126
infiltratinglobularcarcinoma,60,0.746031746031746,LSPIN,mlp,0.0105,0.2,530126
other,23,0.4864864864864865,LSPIN,mlp,0.0105,0.2,530126
infiltratingductalcarcinoma,220,0.5708674304418986,LSPIN,mlp,0.0105,0.2,530127
infiltratinglobularcarcinoma,60,0.4867724867724867,LSPIN,mlp,0.0105,0.2,530127
other,23,0.5135135135135135,LSPIN,mlp,0.0105,0.2,530127
infiltratingductalcarcinoma,220,0.6304418985270049,LSPIN,mlp,0.014,0.2,540123
infiltratinglobularcarcinoma,60,0.4708994708994709,LSPIN,mlp,0.014,0.2,540123
other,23,0.4054054054054054,LSPIN,mlp,0.014,0.2,540123
infiltratingductalcarcinoma,220,0.616366612111293,LSPIN,mlp,0.014,0.2,540124
infiltratinglobularcarcinoma,60,0.5555555555555556,LSPIN,mlp,0.014,0.2,540124
other,23,0.6486486486486487,LSPIN,mlp,0.014,0.2,540124
infiltratingductalcarcinoma,220,0.6684124386252046,LSPIN,mlp,0.014,0.2,540125
infiltratinglobularcarcinoma,60,0.4761904761904761,LSPIN,mlp,0.014,0.2,540125
other,23,0.4594594594594595,LSPIN,mlp,0.014,0.2,540125
infiltratingductalcarcinoma,220,0.5888707037643208,LSPIN,mlp,0.014,0.2,540126
infiltratinglobularcarcinoma,60,0.544973544973545,LSPIN,mlp,0.014,0.2,540126
other,23,0.4864864864864865,LSPIN,mlp,0.014,0.2,540126
infiltratingductalcarcinoma,220,0.5355155482815057,LSPIN,mlp,0.014,0.2,540127
infiltratinglobularcarcinoma,60,0.671957671957672,LSPIN,mlp,0.014,0.2,540127
other,23,0.6756756756756757,LSPIN,mlp,0.014,0.2,540127
infiltratingductalcarcinoma,220,0.6448445171849427,LSPIN,mlp,0.021,0.2,550123
infiltratinglobularcarcinoma,60,0.6137566137566137,LSPIN,mlp,0.021,0.2,550123
other,23,0.5675675675675675,LSPIN,mlp,0.021,0.2,550123
infiltratingductalcarcinoma,220,0.6500818330605564,LSPIN,mlp,0.021,0.2,550124
infiltratinglobularcarcinoma,60,0.3968253968253968,LSPIN,mlp,0.021,0.2,550124
other,23,0.4054054054054054,LSPIN,mlp,0.021,0.2,550124
infiltratingductalcarcinoma,220,0.6405891980360066,LSPIN,mlp,0.021,0.2,550125
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,mlp,0.021,0.2,550125
other,23,0.4054054054054054,LSPIN,mlp,0.021,0.2,550125
infiltratingductalcarcinoma,220,0.5577741407528641,LSPIN,mlp,0.021,0.2,550126
infiltratinglobularcarcinoma,60,0.7619047619047619,LSPIN,mlp,0.021,0.2,550126
other,23,0.5405405405405406,LSPIN,mlp,0.021,0.2,550126
infiltratingductalcarcinoma,220,0.5774140752864158,LSPIN,mlp,0.021,0.2,550127
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,mlp,0.021,0.2,550127
other,23,0.4054054054054054,LSPIN,mlp,0.021,0.2,550127
infiltratingductalcarcinoma,220,0.6356792144026187,LSPIN,mlp,0.028,0.2,560123
infiltratinglobularcarcinoma,60,0.6084656084656085,LSPIN,mlp,0.028,0.2,560123
other,23,0.4594594594594595,LSPIN,mlp,0.028,0.2,560123
infiltratingductalcarcinoma,220,0.5027823240589198,LSPIN,mlp,0.028,0.2,560124
infiltratinglobularcarcinoma,60,0.4391534391534391,LSPIN,mlp,0.028,0.2,560124
other,23,0.6486486486486487,LSPIN,mlp,0.028,0.2,560124
infiltratingductalcarcinoma,220,0.5833060556464812,LSPIN,mlp,0.028,0.2,560125
infiltratinglobularcarcinoma,60,0.6190476190476191,LSPIN,mlp,0.028,0.2,560125
other,23,0.2972972972972973,LSPIN,mlp,0.028,0.2,560125
infiltratingductalcarcinoma,220,0.597708674304419,LSPIN,mlp,0.028,0.2,560126
infiltratinglobularcarcinoma,60,0.3492063492063492,LSPIN,mlp,0.028,0.2,560126
other,23,0.5945945945945946,LSPIN,mlp,0.028,0.2,560126
infiltratingductalcarcinoma,220,0.6199672667757774,LSPIN,mlp,0.028,0.2,560127
infiltratinglobularcarcinoma,60,0.4708994708994709,LSPIN,mlp,0.028,0.2,560127
other,23,0.4054054054054054,LSPIN,mlp,0.028,0.2,560127
infiltratingductalcarcinoma,220,0.6173486088379705,LSPIN,mlp,0.0035,0.4,570123
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,mlp,0.0035,0.4,570123
other,23,0.5675675675675675,LSPIN,mlp,0.0035,0.4,570123
infiltratingductalcarcinoma,220,0.5891980360065466,LSPIN,mlp,0.0035,0.4,570124
infiltratinglobularcarcinoma,60,0.6402116402116402,LSPIN,mlp,0.0035,0.4,570124
other,23,0.5405405405405406,LSPIN,mlp,0.0035,0.4,570124
infiltratingductalcarcinoma,220,0.616366612111293,LSPIN,mlp,0.0035,0.4,570125
infiltratinglobularcarcinoma,60,0.6666666666666666,LSPIN,mlp,0.0035,0.4,570125
other,23,0.6756756756756757,LSPIN,mlp,0.0035,0.4,570125
infiltratingductalcarcinoma,220,0.6389525368248773,LSPIN,mlp,0.0035,0.4,570126
infiltratinglobularcarcinoma,60,0.5238095238095238,LSPIN,mlp,0.0035,0.4,570126
other,23,0.6216216216216216,LSPIN,mlp,0.0035,0.4,570126
infiltratingductalcarcinoma,220,0.5793780687397708,LSPIN,mlp,0.0035,0.4,570127
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,mlp,0.0035,0.4,570127
other,23,0.6216216216216216,LSPIN,mlp,0.0035,0.4,570127
infiltratingductalcarcinoma,220,0.6513911620294599,LSPIN,mlp,0.00525,0.4,580123
infiltratinglobularcarcinoma,60,0.4867724867724867,LSPIN,mlp,0.00525,0.4,580123
other,23,0.4324324324324324,LSPIN,mlp,0.00525,0.4,580123
infiltratingductalcarcinoma,220,0.6654664484451719,LSPIN,mlp,0.00525,0.4,580124
infiltratinglobularcarcinoma,60,0.5661375661375662,LSPIN,mlp,0.00525,0.4,580124
other,23,0.4864864864864865,LSPIN,mlp,0.00525,0.4,580124
infiltratingductalcarcinoma,220,0.63240589198036,LSPIN,mlp,0.00525,0.4,580125
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,mlp,0.00525,0.4,580125
other,23,0.5675675675675675,LSPIN,mlp,0.00525,0.4,580125
infiltratingductalcarcinoma,220,0.6170212765957447,LSPIN,mlp,0.00525,0.4,580126
infiltratinglobularcarcinoma,60,0.5555555555555556,LSPIN,mlp,0.00525,0.4,580126
other,23,0.4864864864864865,LSPIN,mlp,0.00525,0.4,580126
infiltratingductalcarcinoma,220,0.5613747954173486,LSPIN,mlp,0.00525,0.4,580127
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,mlp,0.00525,0.4,580127
other,23,0.5945945945945946,LSPIN,mlp,0.00525,0.4,580127
infiltratingductalcarcinoma,220,0.6045826513911621,LSPIN,mlp,0.007,0.4,590123
infiltratinglobularcarcinoma,60,0.6772486772486772,LSPIN,mlp,0.007,0.4,590123
other,23,0.5135135135135135,LSPIN,mlp,0.007,0.4,590123
infiltratingductalcarcinoma,220,0.5702127659574469,LSPIN,mlp,0.007,0.4,590124
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,mlp,0.007,0.4,590124
other,23,0.6216216216216216,LSPIN,mlp,0.007,0.4,590124
infiltratingductalcarcinoma,220,0.5109656301145663,LSPIN,mlp,0.007,0.4,590125
infiltratinglobularcarcinoma,60,0.5555555555555556,LSPIN,mlp,0.007,0.4,590125
other,23,0.7297297297297297,LSPIN,mlp,0.007,0.4,590125
infiltratingductalcarcinoma,220,0.6216039279869067,LSPIN,mlp,0.007,0.4,590126
infiltratinglobularcarcinoma,60,0.5925925925925926,LSPIN,mlp,0.007,0.4,590126
other,23,0.5405405405405406,LSPIN,mlp,0.007,0.4,590126
infiltratingductalcarcinoma,220,0.646481178396072,LSPIN,mlp,0.007,0.4,590127
infiltratinglobularcarcinoma,60,0.5238095238095238,LSPIN,mlp,0.007,0.4,590127
other,23,0.5135135135135135,LSPIN,mlp,0.007,0.4,590127
infiltratingductalcarcinoma,220,0.581342062193126,LSPIN,mlp,0.00875,0.4,600123
infiltratinglobularcarcinoma,60,0.6031746031746031,LSPIN,mlp,0.00875,0.4,600123
other,23,0.5675675675675675,LSPIN,mlp,0.00875,0.4,600123
infiltratingductalcarcinoma,220,0.553518821603928,LSPIN,mlp,0.00875,0.4,600124
infiltratinglobularcarcinoma,60,0.6137566137566137,LSPIN,mlp,0.00875,0.4,600124
other,23,0.4054054054054054,LSPIN,mlp,0.00875,0.4,600124
infiltratingductalcarcinoma,220,0.5384615384615384,LSPIN,mlp,0.00875,0.4,600125
infiltratinglobularcarcinoma,60,0.5661375661375662,LSPIN,mlp,0.00875,0.4,600125
other,23,0.4864864864864865,LSPIN,mlp,0.00875,0.4,600125
infiltratingductalcarcinoma,220,0.6019639934533552,LSPIN,mlp,0.00875,0.4,600126
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,mlp,0.00875,0.4,600126
other,23,0.5135135135135135,LSPIN,mlp,0.00875,0.4,600126
infiltratingductalcarcinoma,220,0.6180032733224222,LSPIN,mlp,0.00875,0.4,600127
infiltratinglobularcarcinoma,60,0.5026455026455027,LSPIN,mlp,0.00875,0.4,600127
other,23,0.6756756756756757,LSPIN,mlp,0.00875,0.4,600127
infiltratingductalcarcinoma,220,0.5970540098199673,LSPIN,mlp,0.0105,0.4,610123
infiltratinglobularcarcinoma,60,0.5714285714285714,LSPIN,mlp,0.0105,0.4,610123
other,23,0.4054054054054054,LSPIN,mlp,0.0105,0.4,610123
infiltratingductalcarcinoma,220,0.6504091653027824,LSPIN,mlp,0.0105,0.4,610124
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,mlp,0.0105,0.4,610124
other,23,0.7027027027027027,LSPIN,mlp,0.0105,0.4,610124
infiltratingductalcarcinoma,220,0.6055646481178396,LSPIN,mlp,0.0105,0.4,610125
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,mlp,0.0105,0.4,610125
other,23,0.5945945945945946,LSPIN,mlp,0.0105,0.4,610125
infiltratingductalcarcinoma,220,0.5548281505728314,LSPIN,mlp,0.0105,0.4,610126
infiltratinglobularcarcinoma,60,0.6031746031746031,LSPIN,mlp,0.0105,0.4,610126
other,23,0.4054054054054054,LSPIN,mlp,0.0105,0.4,610126
infiltratingductalcarcinoma,220,0.644189852700491,LSPIN,mlp,0.0105,0.4,610127
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,mlp,0.0105,0.4,610127
other,23,0.6216216216216216,LSPIN,mlp,0.0105,0.4,610127
infiltratingductalcarcinoma,220,0.6009819967266776,LSPIN,mlp,0.014,0.4,620123
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,mlp,0.014,0.4,620123
other,23,0.5945945945945946,LSPIN,mlp,0.014,0.4,620123
infiltratingductalcarcinoma,220,0.5865793780687397,LSPIN,mlp,0.014,0.4,620124
infiltratinglobularcarcinoma,60,0.544973544973545,LSPIN,mlp,0.014,0.4,620124
other,23,0.4594594594594595,LSPIN,mlp,0.014,0.4,620124
infiltratingductalcarcinoma,220,0.5450081833060556,LSPIN,mlp,0.014,0.4,620125
infiltratinglobularcarcinoma,60,0.6243386243386243,LSPIN,mlp,0.014,0.4,620125
other,23,0.4864864864864865,LSPIN,mlp,0.014,0.4,620125
infiltratingductalcarcinoma,220,0.4923076923076923,LSPIN,mlp,0.014,0.4,620126
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,mlp,0.014,0.4,620126
other,23,0.5675675675675675,LSPIN,mlp,0.014,0.4,620126
infiltratingductalcarcinoma,220,0.6363338788870704,LSPIN,mlp,0.014,0.4,620127
infiltratinglobularcarcinoma,60,0.5873015873015873,LSPIN,mlp,0.014,0.4,620127
other,23,0.5405405405405406,LSPIN,mlp,0.014,0.4,620127
infiltratingductalcarcinoma,220,0.4425531914893617,LSPIN,mlp,0.021,0.4,630123
infiltratinglobularcarcinoma,60,0.5291005291005291,LSPIN,mlp,0.021,0.4,630123
other,23,0.5675675675675675,LSPIN,mlp,0.021,0.4,630123
infiltratingductalcarcinoma,220,0.4949263502454992,LSPIN,mlp,0.021,0.4,630124
infiltratinglobularcarcinoma,60,0.3862433862433862,LSPIN,mlp,0.021,0.4,630124
other,23,0.5675675675675675,LSPIN,mlp,0.021,0.4,630124
infiltratingductalcarcinoma,220,0.5659574468085107,LSPIN,mlp,0.021,0.4,630125
infiltratinglobularcarcinoma,60,0.4179894179894179,LSPIN,mlp,0.021,0.4,630125
other,23,0.4324324324324324,LSPIN,mlp,0.021,0.4,630125
infiltratingductalcarcinoma,220,0.5905073649754501,LSPIN,mlp,0.021,0.4,630126
infiltratinglobularcarcinoma,60,0.4444444444444444,LSPIN,mlp,0.021,0.4,630126
other,23,0.6216216216216216,LSPIN,mlp,0.021,0.4,630126
infiltratingductalcarcinoma,220,0.6127659574468085,LSPIN,mlp,0.021,0.4,630127
infiltratinglobularcarcinoma,60,0.492063492063492,LSPIN,mlp,0.021,0.4,630127
other,23,0.5945945945945946,LSPIN,mlp,0.021,0.4,630127
infiltratingductalcarcinoma,220,0.5518821603927987,LSPIN,mlp,0.028,0.4,640123
infiltratinglobularcarcinoma,60,0.4973544973544973,LSPIN,mlp,0.028,0.4,640123
other,23,0.4054054054054054,LSPIN,mlp,0.028,0.4,640123
infiltratingductalcarcinoma,220,0.5067103109656301,LSPIN,mlp,0.028,0.4,640124
infiltratinglobularcarcinoma,60,0.3862433862433862,LSPIN,mlp,0.028,0.4,640124
other,23,0.5945945945945946,LSPIN,mlp,0.028,0.4,640124
infiltratingductalcarcinoma,220,0.4847790507364975,LSPIN,mlp,0.028,0.4,640125
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,mlp,0.028,0.4,640125
other,23,0.4594594594594595,LSPIN,mlp,0.028,0.4,640125
infiltratingductalcarcinoma,220,0.6225859247135843,LSPIN,mlp,0.028,0.4,640126
infiltratinglobularcarcinoma,60,0.5555555555555556,LSPIN,mlp,0.028,0.4,640126
other,23,0.5405405405405406,LSPIN,mlp,0.028,0.4,640126
infiltratingductalcarcinoma,220,0.5695581014729951,LSPIN,mlp,0.028,0.4,640127
infiltratinglobularcarcinoma,60,0.6031746031746031,LSPIN,mlp,0.028,0.4,640127
other,23,0.5135135135135135,LSPIN,mlp,0.028,0.4,640127
infiltratingductalcarcinoma,220,0.6369885433715221,Concrete,mlp,0.0011,0.0,650123
infiltratinglobularcarcinoma,60,0.582010582010582,Concrete,mlp,0.0011,0.0,650123
other,23,0.5135135135135135,Concrete,mlp,0.0011,0.0,650123
infiltratingductalcarcinoma,220,0.6333878887070377,Concrete,mlp,0.0011,0.0,650124
infiltratinglobularcarcinoma,60,0.5714285714285714,Concrete,mlp,0.0011,0.0,650124
other,23,0.5135135135135135,Concrete,mlp,0.0011,0.0,650124
infiltratingductalcarcinoma,220,0.6330605564648117,Concrete,mlp,0.0011,0.0,650125
infiltratinglobularcarcinoma,60,0.5873015873015873,Concrete,mlp,0.0011,0.0,650125
other,23,0.5135135135135135,Concrete,mlp,0.0011,0.0,650125
infiltratingductalcarcinoma,220,0.660556464811784,Concrete,mlp,0.0011,0.0,650126
infiltratinglobularcarcinoma,60,0.6455026455026455,Concrete,mlp,0.0011,0.0,650126
other,23,0.5135135135135135,Concrete,mlp,0.0011,0.0,650126
infiltratingductalcarcinoma,220,0.6382978723404256,Concrete,mlp,0.0011,0.0,650127
infiltratinglobularcarcinoma,60,0.5661375661375662,Concrete,mlp,0.0011,0.0,650127
other,23,0.5945945945945946,Concrete,mlp,0.0011,0.0,650127
infiltratingductalcarcinoma,220,0.6490998363338789,Concrete,mlp,0.00165,0.0,660123
infiltratinglobularcarcinoma,60,0.5978835978835979,Concrete,mlp,0.00165,0.0,660123
other,23,0.6486486486486487,Concrete,mlp,0.00165,0.0,660123
infiltratingductalcarcinoma,220,0.6415711947626841,Concrete,mlp,0.00165,0.0,660124
infiltratinglobularcarcinoma,60,0.4867724867724867,Concrete,mlp,0.00165,0.0,660124
other,23,0.4594594594594595,Concrete,mlp,0.00165,0.0,660124
infiltratingductalcarcinoma,220,0.6585924713584288,Concrete,mlp,0.00165,0.0,660125
infiltratinglobularcarcinoma,60,0.5767195767195767,Concrete,mlp,0.00165,0.0,660125
other,23,0.5405405405405406,Concrete,mlp,0.00165,0.0,660125
infiltratingductalcarcinoma,220,0.6058919803600654,Concrete,mlp,0.00165,0.0,660126
infiltratinglobularcarcinoma,60,0.6031746031746031,Concrete,mlp,0.00165,0.0,660126
other,23,0.5675675675675675,Concrete,mlp,0.00165,0.0,660126
infiltratingductalcarcinoma,220,0.6346972176759411,Concrete,mlp,0.00165,0.0,660127
infiltratinglobularcarcinoma,60,0.5502645502645502,Concrete,mlp,0.00165,0.0,660127
other,23,0.5675675675675675,Concrete,mlp,0.00165,0.0,660127
infiltratingductalcarcinoma,220,0.6507364975450082,Concrete,mlp,0.0022,0.0,670123
infiltratinglobularcarcinoma,60,0.544973544973545,Concrete,mlp,0.0022,0.0,670123
other,23,0.5945945945945946,Concrete,mlp,0.0022,0.0,670123
infiltratingductalcarcinoma,220,0.646481178396072,Concrete,mlp,0.0022,0.0,670124
infiltratinglobularcarcinoma,60,0.6084656084656085,Concrete,mlp,0.0022,0.0,670124
other,23,0.6486486486486487,Concrete,mlp,0.0022,0.0,670124
infiltratingductalcarcinoma,220,0.6013093289689034,Concrete,mlp,0.0022,0.0,670125
infiltratinglobularcarcinoma,60,0.6084656084656085,Concrete,mlp,0.0022,0.0,670125
other,23,0.4324324324324324,Concrete,mlp,0.0022,0.0,670125
infiltratingductalcarcinoma,220,0.6854337152209493,Concrete,mlp,0.0022,0.0,670126
infiltratinglobularcarcinoma,60,0.5132275132275133,Concrete,mlp,0.0022,0.0,670126
other,23,0.4864864864864865,Concrete,mlp,0.0022,0.0,670126
infiltratingductalcarcinoma,220,0.658265139116203,Concrete,mlp,0.0022,0.0,670127
infiltratinglobularcarcinoma,60,0.5396825396825397,Concrete,mlp,0.0022,0.0,670127
other,23,0.5405405405405406,Concrete,mlp,0.0022,0.0,670127
infiltratingductalcarcinoma,220,0.6635024549918167,Concrete,mlp,0.00275,0.0,680123
infiltratinglobularcarcinoma,60,0.5343915343915344,Concrete,mlp,0.00275,0.0,680123
other,23,0.3783783783783784,Concrete,mlp,0.00275,0.0,680123
infiltratingductalcarcinoma,220,0.6150572831423895,Concrete,mlp,0.00275,0.0,680124
infiltratinglobularcarcinoma,60,0.6031746031746031,Concrete,mlp,0.00275,0.0,680124
other,23,0.3513513513513513,Concrete,mlp,0.00275,0.0,680124
infiltratingductalcarcinoma,220,0.5865793780687397,Concrete,mlp,0.00275,0.0,680125
infiltratinglobularcarcinoma,60,0.5555555555555556,Concrete,mlp,0.00275,0.0,680125
other,23,0.5135135135135135,Concrete,mlp,0.00275,0.0,680125
infiltratingductalcarcinoma,220,0.6121112929623568,Concrete,mlp,0.00275,0.0,680126
infiltratinglobularcarcinoma,60,0.455026455026455,Concrete,mlp,0.00275,0.0,680126
other,23,0.5405405405405406,Concrete,mlp,0.00275,0.0,680126
infiltratingductalcarcinoma,220,0.611783960720131,Concrete,mlp,0.00275,0.0,680127
infiltratinglobularcarcinoma,60,0.5714285714285714,Concrete,mlp,0.00275,0.0,680127
other,23,0.5135135135135135,Concrete,mlp,0.00275,0.0,680127
infiltratingductalcarcinoma,220,0.5878887070376432,Concrete,mlp,0.0033,0.0,690123
infiltratinglobularcarcinoma,60,0.5925925925925926,Concrete,mlp,0.0033,0.0,690123
other,23,0.5405405405405406,Concrete,mlp,0.0033,0.0,690123
infiltratingductalcarcinoma,220,0.67430441898527,Concrete,mlp,0.0033,0.0,690124
infiltratinglobularcarcinoma,60,0.5873015873015873,Concrete,mlp,0.0033,0.0,690124
other,23,0.4864864864864865,Concrete,mlp,0.0033,0.0,690124
infiltratingductalcarcinoma,220,0.6563011456628478,Concrete,mlp,0.0033,0.0,690125
infiltratinglobularcarcinoma,60,0.5608465608465608,Concrete,mlp,0.0033,0.0,690125
other,23,0.5405405405405406,Concrete,mlp,0.0033,0.0,690125
infiltratingductalcarcinoma,220,0.7027823240589198,Concrete,mlp,0.0033,0.0,690126
infiltratinglobularcarcinoma,60,0.4761904761904761,Concrete,mlp,0.0033,0.0,690126
other,23,0.5405405405405406,Concrete,mlp,0.0033,0.0,690126
infiltratingductalcarcinoma,220,0.5757774140752864,Concrete,mlp,0.0033,0.0,690127
infiltratinglobularcarcinoma,60,0.4391534391534391,Concrete,mlp,0.0033,0.0,690127
other,23,0.5135135135135135,Concrete,mlp,0.0033,0.0,690127
infiltratingductalcarcinoma,220,0.5793780687397708,Concrete,mlp,0.0044,0.0,700123
infiltratinglobularcarcinoma,60,0.4391534391534391,Concrete,mlp,0.0044,0.0,700123
other,23,0.6756756756756757,Concrete,mlp,0.0044,0.0,700123
infiltratingductalcarcinoma,220,0.5869067103109656,Concrete,mlp,0.0044,0.0,700124
infiltratinglobularcarcinoma,60,0.455026455026455,Concrete,mlp,0.0044,0.0,700124
other,23,0.6216216216216216,Concrete,mlp,0.0044,0.0,700124
infiltratingductalcarcinoma,220,0.6150572831423895,Concrete,mlp,0.0044,0.0,700125
infiltratinglobularcarcinoma,60,0.3862433862433862,Concrete,mlp,0.0044,0.0,700125
other,23,0.5135135135135135,Concrete,mlp,0.0044,0.0,700125
infiltratingductalcarcinoma,220,0.6045826513911621,Concrete,mlp,0.0044,0.0,700126
infiltratinglobularcarcinoma,60,0.5079365079365079,Concrete,mlp,0.0044,0.0,700126
other,23,0.4864864864864865,Concrete,mlp,0.0044,0.0,700126
infiltratingductalcarcinoma,220,0.6039279869067103,Concrete,mlp,0.0044,0.0,700127
infiltratinglobularcarcinoma,60,0.582010582010582,Concrete,mlp,0.0044,0.0,700127
other,23,0.4594594594594595,Concrete,mlp,0.0044,0.0,700127
infiltratingductalcarcinoma,220,0.55810147299509,Concrete,mlp,0.0055,0.0,710123
infiltratinglobularcarcinoma,60,0.5343915343915344,Concrete,mlp,0.0055,0.0,710123
other,23,0.5945945945945946,Concrete,mlp,0.0055,0.0,710123
infiltratingductalcarcinoma,220,0.628150572831424,Concrete,mlp,0.0055,0.0,710124
infiltratinglobularcarcinoma,60,0.4126984126984127,Concrete,mlp,0.0055,0.0,710124
other,23,0.4864864864864865,Concrete,mlp,0.0055,0.0,710124
infiltratingductalcarcinoma,220,0.5453355155482815,Concrete,mlp,0.0055,0.0,710125
infiltratinglobularcarcinoma,60,0.6084656084656085,Concrete,mlp,0.0055,0.0,710125
other,23,0.5945945945945946,Concrete,mlp,0.0055,0.0,710125
infiltratingductalcarcinoma,220,0.5905073649754501,Concrete,mlp,0.0055,0.0,710126
infiltratinglobularcarcinoma,60,0.5873015873015873,Concrete,mlp,0.0055,0.0,710126
other,23,0.6486486486486487,Concrete,mlp,0.0055,0.0,710126
infiltratingductalcarcinoma,220,0.5597381342062193,Concrete,mlp,0.0055,0.0,710127
infiltratinglobularcarcinoma,60,0.5502645502645502,Concrete,mlp,0.0055,0.0,710127
other,23,0.5405405405405406,Concrete,mlp,0.0055,0.0,710127
infiltratingductalcarcinoma,220,0.6350245499181669,Concrete,mlp,0.0066,0.0,720123
infiltratinglobularcarcinoma,60,0.5608465608465608,Concrete,mlp,0.0066,0.0,720123
other,23,0.5675675675675675,Concrete,mlp,0.0066,0.0,720123
infiltratingductalcarcinoma,220,0.6104746317512275,Concrete,mlp,0.0066,0.0,720124
infiltratinglobularcarcinoma,60,0.5343915343915344,Concrete,mlp,0.0066,0.0,720124
other,23,0.4594594594594595,Concrete,mlp,0.0066,0.0,720124
infiltratingductalcarcinoma,220,0.6111292962356792,Concrete,mlp,0.0066,0.0,720125
infiltratinglobularcarcinoma,60,0.656084656084656,Concrete,mlp,0.0066,0.0,720125
other,23,0.4864864864864865,Concrete,mlp,0.0066,0.0,720125
infiltratingductalcarcinoma,220,0.6003273322422259,Concrete,mlp,0.0066,0.0,720126
infiltratinglobularcarcinoma,60,0.6084656084656085,Concrete,mlp,0.0066,0.0,720126
other,23,0.4594594594594595,Concrete,mlp,0.0066,0.0,720126
infiltratingductalcarcinoma,220,0.5941080196399345,Concrete,mlp,0.0066,0.0,720127
infiltratinglobularcarcinoma,60,0.5873015873015873,Concrete,mlp,0.0066,0.0,720127
other,23,0.5405405405405406,Concrete,mlp,0.0066,0.0,720127
infiltratingductalcarcinoma,220,0.6091653027823241,Concrete,mlp,0.0011,0.1,730123
infiltratinglobularcarcinoma,60,0.5873015873015873,Concrete,mlp,0.0011,0.1,730123
