model_family,lambda_sample_smooth,lambda_sparse,mean_Khard,std_Khard,mean_test_c,std_test_c,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,mean_effective_gene_count,n_runs,mean_affinity_corr,mean_risk_corr,mean_top_risk_overlap_ratio,mean_cluster_ari,mean_cluster_nmi
Concrete,0.0,0.0066,81.42797355651855,19.395812800556033,0.572072072072072,0.03198931882382018,0.9102103362826943,0.026709531645309908,5095.9,322.0,1551.793952590828,10,0.8580752379940284,0.590735086262534,2.389896699420509,0.5109885597355863,0.5125066545914232
Concrete,0.0,0.0055,96.7096450805664,10.050316390342052,0.5845372645372645,0.024381134572100054,0.9200293282759764,0.01218348401167222,5718.1,380.8,1702.4897958718207,10,0.8406387751590394,0.5711807597857883,2.429075333837239,0.4505852081243729,0.5207431725921149
Concrete,0.0,0.0044,123.98970947265624,26.84772129219664,0.5977231777231777,0.019502914803972052,0.9392358089770838,0.01709975044190546,6043.2,549.4,1849.2743018029644,10,0.878751024755642,0.581048572953881,2.432993197278912,0.49593272493958124,0.5460189440627506
Concrete,0.0,0.0033,196.24919586181642,32.38031705683178,0.625061425061425,0.04054531087071382,0.9546468691328032,0.009363039673347376,7603.9,881.3,2358.505388005129,10,0.8818767399188785,0.6606305674500165,2.6249685059208874,0.5601296061636284,0.5394858032912373
Concrete,0.0,0.00275,228.4000015258789,55.15563991648089,0.6185913185913187,0.02363107141698224,0.9589621255978689,0.013967870720838318,8043.7,1049.1,2553.557651831452,10,0.8967099978682255,0.7077220734135297,2.8012723607961703,0.5406758914018801,0.5342549918793169
Concrete,0.0,0.0022,288.08617401123047,49.09460712388717,0.6163636363636364,0.023953243708508327,0.9716554389838507,0.007796791819286385,9038.8,1372.8,3000.3934133083044,10,0.8699461709710979,0.6974548647232577,2.7816830435878055,0.4732969489077027,0.5052284543410194
Concrete,0.0,0.00165,464.62926330566404,101.32441363601019,0.627059787059787,0.02482661540720058,0.979800608432949,0.009417628934881262,11378.6,2259.8,4039.136143889789,10,0.9015381270680887,0.7527248375358283,2.9423154446963973,0.5243611997405238,0.5331655766966417
Concrete,0.0,0.0011,642.2334411621093,146.98642404440088,0.6331695331695332,0.01421117861174761,0.9852361821329458,0.00443940631172912,13072.6,3136.3,4934.696522695731,10,0.9043419102203574,0.7557553968939474,3.2126480221718317,0.5547896441691436,0.551908811462525
Concrete,0.1,0.0066,94.16977615356446,18.135088271829698,0.585962325962326,0.05142548685850969,0.8518495237599758,0.020090241159554052,4465.9,139.8,440.80309617828743,10,0.8497465910859022,0.5058362906904761,2.2527714789619555,0.8075112654290388,0.69733779717885
Concrete,0.1,0.0055,122.67459869384766,21.513224824173523,0.5833251433251434,0.031788468770742664,0.8911266608526922,0.017802158708987582,4326.5,221.7,481.72253227755164,10,0.8799815864554971,0.5252051961319679,2.3311287477954146,0.6240308806754068,0.6089736898053888
Concrete,0.1,0.0044,168.01993560791016,18.88010296765646,0.6085176085176085,0.02679266460681051,0.9106386225118575,0.01819439538155309,5363.8,262.9,544.3579038002566,10,0.874211888160706,0.5593554046330802,2.4839254220206604,0.6605838010452265,0.6291155321836384
Concrete,0.1,0.0033,243.27813415527345,23.436065461379524,0.6088615888615888,0.04160140437720778,0.9368434794317817,0.01329986703148896,4771.7,405.5,555.256049373799,10,0.9072286788730827,0.6587191339868641,2.7542579994960947,0.6958034721162718,0.6548745443904086
Concrete,0.1,0.00275,294.6456573486328,34.08156539832238,0.5976576576576577,0.028122902865645647,0.9396030587961024,0.011872660017742669,3615.7,494.2,545.7091273110173,10,0.9348110099977408,0.6889963188237026,2.715079365079365,0.6656073527000294,0.6465262563520064
