model_family,lambda_sample_smooth,lambda_sparse,mean_affinity_corr,median_affinity_corr,n_pairs,mean_Khard
L-LSPIN,0.4,0.007,0.934934744281473,0.9578474393936685,20,932.0299011230469
L-LSPIN,0.4,0.00525,0.9488143116866947,0.970092726183683,20,1767.0620727539062
L-LSPIN,0.4,0.0035,0.9392511477210608,0.9534600294422138,20,3923.315380859375
LSPIN,0.0,0.028,0.7752983096965653,0.7823182798472859,20,71.74244422912598
LSPIN,0.0,0.021,0.8145401457194723,0.8164411939010316,20,89.80771865844727
LSPIN,0.0,0.014,0.8458658258906555,0.8483162996298126,20,115.98134918212891
LSPIN,0.0,0.0105,0.8737973261952915,0.8920677994553152,20,146.73536911010743
LSPIN,0.0,0.00875,0.8654331120101919,0.8818711230041683,20,166.1160789489746
LSPIN,0.0,0.007,0.873668803673841,0.8748742809676573,20,216.96688385009764
LSPIN,0.0,0.00525,0.8716848842779026,0.8766441347729066,20,255.76044921875
LSPIN,0.0,0.0035,0.9109761439208505,0.9148677462885697,20,365.0282928466797
LSPIN,0.1,0.028,0.8465495489371794,0.8519295441093155,20,158.09389038085936
LSPIN,0.1,0.021,0.8438006168078791,0.8481976383676249,20,190.21575622558595
LSPIN,0.1,0.014,0.8959542553326445,0.8972147076171074,20,221.44276580810546
LSPIN,0.1,0.0105,0.8802549822385025,0.8762534050586624,20,280.0125396728516
LSPIN,0.1,0.00875,0.9117368341886978,0.9186071012018093,20,298.70482330322267
LSPIN,0.1,0.007,0.9148336903416672,0.9208795929723618,20,404.58778076171876
LSPIN,0.1,0.00525,0.935822311886551,0.9397844681800126,20,519.5620544433593
LSPIN,0.1,0.0035,0.9300306286024599,0.9504516529497153,20,793.9932434082032
LSPIN,0.2,0.028,0.7726068663161505,0.762886918951445,20,150.85691299438477
LSPIN,0.2,0.021,0.8836091580122023,0.8807020021762584,20,191.32025680541992
LSPIN,0.2,0.014,0.8552333454165236,0.8758384368285166,20,243.9061065673828
LSPIN,0.2,0.0105,0.899271791044599,0.9138241761472075,20,272.1353698730469
LSPIN,0.2,0.00875,0.9194146821357906,0.9258611868464036,20,334.68006286621096
LSPIN,0.2,0.007,0.8996846340455674,0.906853396117563,20,378.9250778198242
LSPIN,0.2,0.00525,0.9317490172834031,0.9390999967360774,20,520.0636688232422
LSPIN,0.2,0.0035,0.9053792471767194,0.9078685004302298,20,794.4739501953125
LSPIN,0.4,0.028,0.8263051732458369,0.8226199215495746,20,159.4839241027832
LSPIN,0.4,0.021,0.8379916792775589,0.8446132759421532,20,197.25980758666992
LSPIN,0.4,0.014,0.8932989531499794,0.8972747453566844,20,232.2225082397461
LSPIN,0.4,0.0105,0.9153354127689504,0.921926934931032,20,293.3299057006836
LSPIN,0.4,0.00875,0.911159128752933,0.919824687156072,20,318.15016174316406
LSPIN,0.4,0.007,0.9217487402764115,0.925717545408332,20,379.8713806152344
LSPIN,0.4,0.00525,0.9078393981931571,0.920749134137285,20,497.01832275390626
LSPIN,0.4,0.0035,0.9359652128565406,0.9403936381475879,20,811.3778076171875
