model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,affinity_corr
LSPIN,lspin_tf,0.15,0.014,0.0,1,2,0.8654366424114135
LSPIN,lspin_tf,0.15,0.0105,0.0,0,1,0.8996983120725452
LSPIN,lspin_tf,0.15,0.0105,0.0,0,2,0.8256397555364696
LSPIN,lspin_tf,0.15,0.0105,0.0,1,2,0.8114478735203821
LSPIN,lspin_tf,0.15,0.00875,0.0,0,1,0.8228574596658086
LSPIN,lspin_tf,0.15,0.00875,0.0,0,2,0.8595597213036974
LSPIN,lspin_tf,0.15,0.00875,0.0,1,2,0.7526523097965797
LSPIN,lspin_tf,0.15,0.007,0.0,0,1,0.800257911871975
LSPIN,lspin_tf,0.15,0.007,0.0,0,2,0.8249973750365768
LSPIN,lspin_tf,0.15,0.007,0.0,1,2,0.741097257115216
LSPIN,lspin_tf,0.15,0.00525,0.0,0,1,0.760961849758883
LSPIN,lspin_tf,0.15,0.00525,0.0,0,2,0.7979599891784667
LSPIN,lspin_tf,0.15,0.00525,0.0,1,2,0.7884535586077184
LSPIN,lspin_tf,0.12,0.014,0.0,0,1,0.7438604405179946
LSPIN,lspin_tf,0.12,0.014,0.0,0,2,0.7192584827200292
LSPIN,lspin_tf,0.12,0.014,0.0,1,2,0.8176341373705831
LSPIN,lspin_tf,0.12,0.0105,0.0,0,1,0.641837829111635
LSPIN,lspin_tf,0.12,0.0105,0.0,0,2,0.8367787210144128
LSPIN,lspin_tf,0.12,0.0105,0.0,1,2,0.6808347410100566
LSPIN,lspin_tf,0.12,0.00875,0.0,0,1,0.9037085841361052
LSPIN,lspin_tf,0.12,0.00875,0.0,0,2,0.7757111725543736
LSPIN,lspin_tf,0.12,0.00875,0.0,1,2,0.7668318349525128
LSPIN,lspin_tf,0.12,0.007,0.0,0,1,0.8305941792087046
LSPIN,lspin_tf,0.12,0.007,0.0,0,2,0.8542747590836285
LSPIN,lspin_tf,0.12,0.007,0.0,1,2,0.8011783760750121
LSPIN,lspin_tf,0.12,0.00525,0.0,0,1,0.7892273423397146
LSPIN,lspin_tf,0.12,0.00525,0.0,0,2,0.7816730939579949
LSPIN,lspin_tf,0.12,0.00525,0.0,1,2,0.7500596381326009
L-LSPIN,lspin_tf,0.15,0.021,0.0,0,1,0.5884584737225461
L-LSPIN,lspin_tf,0.15,0.021,0.0,0,2,0.6280191014034143
L-LSPIN,lspin_tf,0.15,0.021,0.0,1,2,0.5749684914378161
L-LSPIN,lspin_tf,0.15,0.014,0.0,0,1,0.5308196369197377
L-LSPIN,lspin_tf,0.15,0.014,0.0,0,2,0.6100502685911813
L-LSPIN,lspin_tf,0.15,0.014,0.0,1,2,0.6461974271880881
L-LSPIN,lspin_tf,0.15,0.0105,0.0,0,1,0.7708093118663515
L-LSPIN,lspin_tf,0.15,0.0105,0.0,0,2,0.5961791872993263
L-LSPIN,lspin_tf,0.15,0.0105,0.0,1,2,0.5428092104572245
L-LSPIN,lspin_tf,0.15,0.00875,0.0,0,1,0.6362855846917319
L-LSPIN,lspin_tf,0.15,0.00875,0.0,0,2,0.6776272794417239
L-LSPIN,lspin_tf,0.15,0.00875,0.0,1,2,0.704269100011628
L-LSPIN,lspin_tf,0.15,0.007,0.0,0,1,0.6932893726865273
L-LSPIN,lspin_tf,0.15,0.007,0.0,0,2,0.6275722226428938
L-LSPIN,lspin_tf,0.15,0.007,0.0,1,2,0.7205891282761961
L-LSPIN,lspin_tf,0.12,0.021,0.0,0,1,0.5828730824275771
L-LSPIN,lspin_tf,0.12,0.021,0.0,0,2,0.5819618282975432
L-LSPIN,lspin_tf,0.12,0.021,0.0,1,2,0.4736278826449037
L-LSPIN,lspin_tf,0.12,0.014,0.0,0,1,0.5222155921297025
L-LSPIN,lspin_tf,0.12,0.014,0.0,0,2,0.6751065012180973
L-LSPIN,lspin_tf,0.12,0.014,0.0,1,2,0.5793468925185487
L-LSPIN,lspin_tf,0.12,0.0105,0.0,0,1,0.6459625160213918
L-LSPIN,lspin_tf,0.12,0.0105,0.0,0,2,0.6374894968786766
L-LSPIN,lspin_tf,0.12,0.0105,0.0,1,2,0.5931890273836005
L-LSPIN,lspin_tf,0.12,0.00875,0.0,0,1,0.7870542444026161
L-LSPIN,lspin_tf,0.12,0.00875,0.0,0,2,0.668892550572742
L-LSPIN,lspin_tf,0.12,0.00875,0.0,1,2,0.6357613388981886
L-LSPIN,lspin_tf,0.12,0.007,0.0,0,1,0.7382591257531907
L-LSPIN,lspin_tf,0.12,0.007,0.0,0,2,0.6903488166657847
L-LSPIN,lspin_tf,0.12,0.007,0.0,1,2,0.7017560358388714
Concrete,concrete,0.15,0.0055,0.0,0,1,0.6023391373434723
Concrete,concrete,0.15,0.0055,0.0,0,2,0.6560797987208892
Concrete,concrete,0.15,0.0055,0.0,1,2,0.5949555143238581
Concrete,concrete,0.15,0.0044,0.0,0,1,0.6585641917500542
Concrete,concrete,0.15,0.0044,0.0,0,2,0.6591599906430702
Concrete,concrete,0.15,0.0044,0.0,1,2,0.7034577019362271
Concrete,concrete,0.15,0.0033,0.0,0,1,0.7453902222979192
Concrete,concrete,0.15,0.0033,0.0,0,2,0.7988436721444829
Concrete,concrete,0.15,0.0033,0.0,1,2,0.8220342369961808
Concrete,concrete,0.15,0.00275,0.0,0,1,0.8002374048325702
Concrete,concrete,0.15,0.00275,0.0,0,2,0.6358636651626248
Concrete,concrete,0.15,0.00275,0.0,1,2,0.7478537391174662
Concrete,concrete,0.15,0.0022,0.0,0,1,0.6974140443518141
Concrete,concrete,0.15,0.0022,0.0,0,2,0.7690711609890581
Concrete,concrete,0.15,0.0022,0.0,1,2,0.7856434487103459
Concrete,concrete,0.12,0.0055,0.0,0,1,0.7156429659205105
Concrete,concrete,0.12,0.0055,0.0,0,2,0.7589583908520452
Concrete,concrete,0.12,0.0055,0.0,1,2,0.7375338206936236
Concrete,concrete,0.12,0.0044,0.0,0,1,0.6702782314224944
Concrete,concrete,0.12,0.0044,0.0,0,2,0.7376725604443892
Concrete,concrete,0.12,0.0044,0.0,1,2,0.7352950875796076
Concrete,concrete,0.12,0.0033,0.0,0,1,0.7170738349674108
Concrete,concrete,0.12,0.0033,0.0,0,2,0.7182807574572506
Concrete,concrete,0.12,0.0033,0.0,1,2,0.7761672441621544
Concrete,concrete,0.12,0.00275,0.0,0,1,0.8274850812791906
Concrete,concrete,0.12,0.00275,0.0,0,2,0.7862542199930087
Concrete,concrete,0.12,0.00275,0.0,1,2,0.8334722336482161
Concrete,concrete,0.12,0.0022,0.0,0,1,0.7356154838253046
Concrete,concrete,0.12,0.0022,0.0,0,2,0.7332539957399521
Concrete,concrete,0.12,0.0022,0.0,1,2,0.8291852746918252
L-Concrete,concrete,0.15,0.0066,0.0,0,1,0.7199687719153905
L-Concrete,concrete,0.15,0.0066,0.0,0,2,0.648221248715918
L-Concrete,concrete,0.15,0.0066,0.0,1,2,0.651429840228508
L-Concrete,concrete,0.15,0.0044,0.0,0,1,0.7254376469014115
L-Concrete,concrete,0.15,0.0044,0.0,0,2,0.7377670510377433
L-Concrete,concrete,0.15,0.0044,0.0,1,2,0.7137250000079265
L-Concrete,concrete,0.15,0.0033,0.0,0,1,0.7419824945480494
L-Concrete,concrete,0.15,0.0033,0.0,0,2,0.7864585808933593
L-Concrete,concrete,0.15,0.0033,0.0,1,2,0.6705849750337364
L-Concrete,concrete,0.15,0.00275,0.0,0,1,0.5984968519545968
L-Concrete,concrete,0.15,0.00275,0.0,0,2,0.5829543076114351
L-Concrete,concrete,0.15,0.00275,0.0,1,2,0.6090928878913306
L-Concrete,concrete,0.15,0.00165,0.0,0,1,0.7097211998032203
L-Concrete,concrete,0.15,0.00165,0.0,0,2,0.6435828894318903
L-Concrete,concrete,0.15,0.00165,0.0,1,2,0.6398485521311906
L-Concrete,concrete,0.12,0.0066,0.0,0,1,0.6706205623884884
L-Concrete,concrete,0.12,0.0066,0.0,0,2,0.5402126192291247
L-Concrete,concrete,0.12,0.0066,0.0,1,2,0.697823504664416
L-Concrete,concrete,0.12,0.0044,0.0,0,1,0.804041344605916
L-Concrete,concrete,0.12,0.0044,0.0,0,2,0.8144484032857456
L-Concrete,concrete,0.12,0.0044,0.0,1,2,0.7511098713531192
L-Concrete,concrete,0.12,0.0033,0.0,0,1,0.7004840729874453
L-Concrete,concrete,0.12,0.0033,0.0,0,2,0.6756155381094647
L-Concrete,concrete,0.12,0.0033,0.0,1,2,0.6720162166712984
L-Concrete,concrete,0.12,0.00275,0.0,0,1,0.742241238762442
L-Concrete,concrete,0.12,0.00275,0.0,0,2,0.7830722138575805
L-Concrete,concrete,0.12,0.00275,0.0,1,2,0.8347038506547421
L-Concrete,concrete,0.12,0.00165,0.0,0,1,0.7041144138000505
L-Concrete,concrete,0.12,0.00165,0.0,0,2,0.7137127184048538
L-Concrete,concrete,0.12,0.00165,0.0,1,2,0.7942557782002639
LSPIN,lspin_tf,0.12,0.00525,0.0,3,4,0.8617452209025407
LSPIN,lspin_tf,0.12,0.00525,0.0,3,5,0.6934177168754981
LSPIN,lspin_tf,0.12,0.00525,0.0,3,6,0.7858357957364435
LSPIN,lspin_tf,0.12,0.00525,0.0,3,7,0.7320455820485027
LSPIN,lspin_tf,0.12,0.00525,0.0,3,8,0.8160937620040435
LSPIN,lspin_tf,0.12,0.00525,0.0,3,9,0.7400277285532241
LSPIN,lspin_tf,0.12,0.00525,0.0,3,10,0.75934223856871
LSPIN,lspin_tf,0.12,0.00525,0.0,3,11,0.7511988400353017
LSPIN,lspin_tf,0.12,0.00525,0.0,4,5,0.7512526882553754
LSPIN,lspin_tf,0.12,0.00525,0.0,4,6,0.8466312883401254
LSPIN,lspin_tf,0.12,0.00525,0.0,4,7,0.8008423663667659
LSPIN,lspin_tf,0.12,0.00525,0.0,4,8,0.8462271273354354
LSPIN,lspin_tf,0.12,0.00525,0.0,4,9,0.7573867253263094
LSPIN,lspin_tf,0.12,0.00525,0.0,4,10,0.7419477542835216
LSPIN,lspin_tf,0.12,0.00525,0.0,4,11,0.8389075576265094
LSPIN,lspin_tf,0.12,0.00525,0.0,5,6,0.6827177152060098
LSPIN,lspin_tf,0.12,0.00525,0.0,5,7,0.7789509774832463
LSPIN,lspin_tf,0.12,0.00525,0.0,5,8,0.7087192668385434
LSPIN,lspin_tf,0.12,0.00525,0.0,5,9,0.7095024271957042
LSPIN,lspin_tf,0.12,0.00525,0.0,5,10,0.6826842254684251
LSPIN,lspin_tf,0.12,0.00525,0.0,5,11,0.7834131449676793
LSPIN,lspin_tf,0.12,0.00525,0.0,6,7,0.7930410492324512
LSPIN,lspin_tf,0.12,0.00525,0.0,6,8,0.8226913936459567
LSPIN,lspin_tf,0.12,0.00525,0.0,6,9,0.7321945251534612
LSPIN,lspin_tf,0.12,0.00525,0.0,6,10,0.7510496461197975
LSPIN,lspin_tf,0.12,0.00525,0.0,6,11,0.8141937921326847
LSPIN,lspin_tf,0.12,0.00525,0.0,7,8,0.739670051379488
LSPIN,lspin_tf,0.12,0.00525,0.0,7,9,0.8060601147932787
LSPIN,lspin_tf,0.12,0.00525,0.0,7,10,0.7691763029771859
LSPIN,lspin_tf,0.12,0.00525,0.0,7,11,0.7811935834799918
LSPIN,lspin_tf,0.12,0.00525,0.0,8,9,0.7218855999891901
LSPIN,lspin_tf,0.12,0.00525,0.0,8,10,0.8423320736590749
LSPIN,lspin_tf,0.12,0.00525,0.0,8,11,0.7784936432014591
LSPIN,lspin_tf,0.12,0.00525,0.0,9,10,0.6604912682144697
LSPIN,lspin_tf,0.12,0.00525,0.0,9,11,0.6675416083275916
LSPIN,lspin_tf,0.12,0.00525,0.0,10,11,0.7661435819175172
Concrete,concrete,0.12,0.0022,0.1,3,4,0.8911530150484996
Concrete,concrete,0.12,0.0022,0.1,3,5,0.9292359166808548
Concrete,concrete,0.12,0.0022,0.1,3,6,0.9129803371398808
Concrete,concrete,0.12,0.0022,0.1,3,7,0.8813446193987694
Concrete,concrete,0.12,0.0022,0.1,3,8,0.9243242490864624
Concrete,concrete,0.12,0.0022,0.1,3,9,0.9154011688562615
Concrete,concrete,0.12,0.0022,0.1,3,10,0.8936910509765013
Concrete,concrete,0.12,0.0022,0.1,3,11,0.9370905579881156
Concrete,concrete,0.12,0.0022,0.1,4,5,0.898263476470706
Concrete,concrete,0.12,0.0022,0.1,4,6,0.8857132573552305
Concrete,concrete,0.12,0.0022,0.1,4,7,0.8074428205311941
Concrete,concrete,0.12,0.0022,0.1,4,8,0.88494568383139
Concrete,concrete,0.12,0.0022,0.1,4,9,0.8685437781740362
Concrete,concrete,0.12,0.0022,0.1,4,10,0.8506115950354415
Concrete,concrete,0.12,0.0022,0.1,4,11,0.8738781485579045
Concrete,concrete,0.12,0.0022,0.1,5,6,0.8553513809217231
Concrete,concrete,0.12,0.0022,0.1,5,7,0.9286708173071456
Concrete,concrete,0.12,0.0022,0.1,5,8,0.925087655747432
Concrete,concrete,0.12,0.0022,0.1,5,9,0.9102434993320168
Concrete,concrete,0.12,0.0022,0.1,5,10,0.9370822794351708
Concrete,concrete,0.12,0.0022,0.1,5,11,0.9265490586380484
Concrete,concrete,0.12,0.0022,0.1,6,7,0.773497645232251
Concrete,concrete,0.12,0.0022,0.1,6,8,0.8604015889762179
Concrete,concrete,0.12,0.0022,0.1,6,9,0.8625235718387604
Concrete,concrete,0.12,0.0022,0.1,6,10,0.7766783855057323
Concrete,concrete,0.12,0.0022,0.1,6,11,0.8558187435320501
Concrete,concrete,0.12,0.0022,0.1,7,8,0.8967861398778878
Concrete,concrete,0.12,0.0022,0.1,7,9,0.8915698046967738
Concrete,concrete,0.12,0.0022,0.1,7,10,0.9438381750039028
Concrete,concrete,0.12,0.0022,0.1,7,11,0.8848339245346161
Concrete,concrete,0.12,0.0022,0.1,8,9,0.957699434877204
Concrete,concrete,0.12,0.0022,0.1,8,10,0.922511210550024
Concrete,concrete,0.12,0.0022,0.1,8,11,0.9506869563710212
Concrete,concrete,0.12,0.0022,0.1,9,10,0.9016069298615532
Concrete,concrete,0.12,0.0022,0.1,9,11,0.9556957464242856
Concrete,concrete,0.12,0.0022,0.1,10,11,0.9092870173240024
LSPIN,lspin_tf,0.12,0.0105,0.2,3,4,0.8770708927467451
LSPIN,lspin_tf,0.12,0.0105,0.2,3,5,0.880007629260809
LSPIN,lspin_tf,0.12,0.0105,0.2,3,6,0.7092386588056491
LSPIN,lspin_tf,0.12,0.0105,0.2,3,7,0.8510129106486508
LSPIN,lspin_tf,0.12,0.0105,0.2,3,8,0.8944385959420849
LSPIN,lspin_tf,0.12,0.0105,0.2,3,9,0.8228507096291411
LSPIN,lspin_tf,0.12,0.0105,0.2,3,10,0.789185917190289
LSPIN,lspin_tf,0.12,0.0105,0.2,3,11,0.8379416984440563
LSPIN,lspin_tf,0.12,0.0105,0.2,4,5,0.8806682254765319
LSPIN,lspin_tf,0.12,0.0105,0.2,4,6,0.7592539857347586
LSPIN,lspin_tf,0.12,0.0105,0.2,4,7,0.7568924348361592
LSPIN,lspin_tf,0.12,0.0105,0.2,4,8,0.8763325000848541
LSPIN,lspin_tf,0.12,0.0105,0.2,4,9,0.8700260249008654
LSPIN,lspin_tf,0.12,0.0105,0.2,4,10,0.8147733280690663
LSPIN,lspin_tf,0.12,0.0105,0.2,4,11,0.878600571172054
LSPIN,lspin_tf,0.12,0.0105,0.2,5,6,0.7672516252544019
LSPIN,lspin_tf,0.12,0.0105,0.2,5,7,0.7371895280141396
LSPIN,lspin_tf,0.12,0.0105,0.2,5,8,0.8782793109915387
LSPIN,lspin_tf,0.12,0.0105,0.2,5,9,0.9015352673586788
LSPIN,lspin_tf,0.12,0.0105,0.2,5,10,0.7806335290506075
LSPIN,lspin_tf,0.12,0.0105,0.2,5,11,0.8840850677687953
LSPIN,lspin_tf,0.12,0.0105,0.2,6,7,0.6734380423902315
LSPIN,lspin_tf,0.12,0.0105,0.2,6,8,0.7153177587394127
LSPIN,lspin_tf,0.12,0.0105,0.2,6,9,0.7892776551737131
LSPIN,lspin_tf,0.12,0.0105,0.2,6,10,0.8640236410307656
LSPIN,lspin_tf,0.12,0.0105,0.2,6,11,0.8344232285694416
LSPIN,lspin_tf,0.12,0.0105,0.2,7,8,0.8095720612362424
LSPIN,lspin_tf,0.12,0.0105,0.2,7,9,0.7283783181693133
LSPIN,lspin_tf,0.12,0.0105,0.2,7,10,0.787238875926963
LSPIN,lspin_tf,0.12,0.0105,0.2,7,11,0.6894267052890132
LSPIN,lspin_tf,0.12,0.0105,0.2,8,9,0.8723324966638271
LSPIN,lspin_tf,0.12,0.0105,0.2,8,10,0.7840241597771849
LSPIN,lspin_tf,0.12,0.0105,0.2,8,11,0.8190702708583126
LSPIN,lspin_tf,0.12,0.0105,0.2,9,10,0.7350564757859381
LSPIN,lspin_tf,0.12,0.0105,0.2,9,11,0.8683754050214967
LSPIN,lspin_tf,0.12,0.0105,0.2,10,11,0.8020657421177081
Concrete,concrete,0.12,0.0022,0.0,3,4,0.738489566434407
Concrete,concrete,0.12,0.0022,0.0,3,5,0.7598623976891395
Concrete,concrete,0.12,0.0022,0.0,3,6,0.7059748717318232
Concrete,concrete,0.12,0.0022,0.0,3,7,0.7466961288716544
Concrete,concrete,0.12,0.0022,0.0,3,8,0.7307657470799562
Concrete,concrete,0.12,0.0022,0.0,3,9,0.7531126367826162
Concrete,concrete,0.12,0.0022,0.0,3,10,0.7656499262864834
Concrete,concrete,0.12,0.0022,0.0,3,11,0.6141065735868682
Concrete,concrete,0.12,0.0022,0.0,4,5,0.7150615617826557
Concrete,concrete,0.12,0.0022,0.0,4,6,0.7865496066142059
Concrete,concrete,0.12,0.0022,0.0,4,7,0.829074528113078
Concrete,concrete,0.12,0.0022,0.0,4,8,0.7238192264179597
Concrete,concrete,0.12,0.0022,0.0,4,9,0.8797249664403527
Concrete,concrete,0.12,0.0022,0.0,4,10,0.7988509259827855
Concrete,concrete,0.12,0.0022,0.0,4,11,0.6479104359028881
Concrete,concrete,0.12,0.0022,0.0,5,6,0.6866408323261911
Concrete,concrete,0.12,0.0022,0.0,5,7,0.7981577510555662
Concrete,concrete,0.12,0.0022,0.0,5,8,0.7504119376249886
Concrete,concrete,0.12,0.0022,0.0,5,9,0.7234807816796125
Concrete,concrete,0.12,0.0022,0.0,5,10,0.8118662283870735
Concrete,concrete,0.12,0.0022,0.0,5,11,0.6021986572575804
Concrete,concrete,0.12,0.0022,0.0,6,7,0.7882123467701436
Concrete,concrete,0.12,0.0022,0.0,6,8,0.7390131795725975
Concrete,concrete,0.12,0.0022,0.0,6,9,0.7640135434855638
Concrete,concrete,0.12,0.0022,0.0,6,10,0.8107437836103104
Concrete,concrete,0.12,0.0022,0.0,6,11,0.7586489987885722
Concrete,concrete,0.12,0.0022,0.0,7,8,0.6848946849287818
Concrete,concrete,0.12,0.0022,0.0,7,9,0.7509592272610185
Concrete,concrete,0.12,0.0022,0.0,7,10,0.7905132744332539
Concrete,concrete,0.12,0.0022,0.0,7,11,0.5725538920389658
Concrete,concrete,0.12,0.0022,0.0,8,9,0.7922993851424137
Concrete,concrete,0.12,0.0022,0.0,8,10,0.8411215521620823
Concrete,concrete,0.12,0.0022,0.0,8,11,0.7756658784942337
Concrete,concrete,0.12,0.0022,0.0,9,10,0.8546449744480605
Concrete,concrete,0.12,0.0022,0.0,9,11,0.760746452652662
Concrete,concrete,0.12,0.0022,0.0,10,11,0.8265714514922939
L-LSPIN,lspin_tf,0.15,0.021,0.4,3,4,0.5689095189661482
L-LSPIN,lspin_tf,0.15,0.021,0.4,3,5,0.9109662931221444
L-LSPIN,lspin_tf,0.15,0.021,0.4,3,6,0.8758922333311233
L-LSPIN,lspin_tf,0.15,0.021,0.4,3,7,0.8567461617329384
L-LSPIN,lspin_tf,0.15,0.021,0.4,3,8,0.8870485417701213
L-LSPIN,lspin_tf,0.15,0.021,0.4,3,9,0.8991055516043602
L-LSPIN,lspin_tf,0.15,0.021,0.4,3,10,0.7587493612266359
L-LSPIN,lspin_tf,0.15,0.021,0.4,3,11,0.846135019642064
L-LSPIN,lspin_tf,0.15,0.021,0.4,4,5,0.6413047967185186
L-LSPIN,lspin_tf,0.15,0.021,0.4,4,6,0.6532119389053667
L-LSPIN,lspin_tf,0.15,0.021,0.4,4,7,0.6687164727908759
L-LSPIN,lspin_tf,0.15,0.021,0.4,4,8,0.6754122823242154
L-LSPIN,lspin_tf,0.15,0.021,0.4,4,9,0.6210387095317317
L-LSPIN,lspin_tf,0.15,0.021,0.4,4,10,0.7253331475504109
L-LSPIN,lspin_tf,0.15,0.021,0.4,4,11,0.6746418484832907
L-LSPIN,lspin_tf,0.15,0.021,0.4,5,6,0.8522608042727717
L-LSPIN,lspin_tf,0.15,0.021,0.4,5,7,0.8392088971568494
L-LSPIN,lspin_tf,0.15,0.021,0.4,5,8,0.914808402081686
L-LSPIN,lspin_tf,0.15,0.021,0.4,5,9,0.9124122216162964
L-LSPIN,lspin_tf,0.15,0.021,0.4,5,10,0.7689089442974286
L-LSPIN,lspin_tf,0.15,0.021,0.4,5,11,0.8235625514974436
L-LSPIN,lspin_tf,0.15,0.021,0.4,6,7,0.8891449461306817
L-LSPIN,lspin_tf,0.15,0.021,0.4,6,8,0.8368901079359466
L-LSPIN,lspin_tf,0.15,0.021,0.4,6,9,0.828352192043585
L-LSPIN,lspin_tf,0.15,0.021,0.4,6,10,0.7905560196877336
L-LSPIN,lspin_tf,0.15,0.021,0.4,6,11,0.8559728567353643
L-LSPIN,lspin_tf,0.15,0.021,0.4,7,8,0.8340443791623144
L-LSPIN,lspin_tf,0.15,0.021,0.4,7,9,0.8352091711734005
L-LSPIN,lspin_tf,0.15,0.021,0.4,7,10,0.7654866304866058
L-LSPIN,lspin_tf,0.15,0.021,0.4,7,11,0.8982056947110574
L-LSPIN,lspin_tf,0.15,0.021,0.4,8,9,0.9350903591603298
L-LSPIN,lspin_tf,0.15,0.021,0.4,8,10,0.7838848419530442
L-LSPIN,lspin_tf,0.15,0.021,0.4,8,11,0.7914785763869958
L-LSPIN,lspin_tf,0.15,0.021,0.4,9,10,0.8107539404043429
L-LSPIN,lspin_tf,0.15,0.021,0.4,9,11,0.8112095164070591
L-LSPIN,lspin_tf,0.15,0.021,0.4,10,11,0.8244344950474966
L-Concrete,concrete,0.12,0.0066,0.1,3,4,0.8997866835187994
L-Concrete,concrete,0.12,0.0066,0.1,3,5,0.9590517154143504
L-Concrete,concrete,0.12,0.0066,0.1,3,6,0.9096064036299332
L-Concrete,concrete,0.12,0.0066,0.1,3,7,0.9594770257546216
L-Concrete,concrete,0.12,0.0066,0.1,3,8,0.964544470121358
L-Concrete,concrete,0.12,0.0066,0.1,3,9,0.968326809193532
L-Concrete,concrete,0.12,0.0066,0.1,3,10,0.8944142617173895
L-Concrete,concrete,0.12,0.0066,0.1,3,11,0.9422635548708932
L-Concrete,concrete,0.12,0.0066,0.1,4,5,0.9400624175746922
L-Concrete,concrete,0.12,0.0066,0.1,4,6,0.8255875960299742
L-Concrete,concrete,0.12,0.0066,0.1,4,7,0.9274930675317424
L-Concrete,concrete,0.12,0.0066,0.1,4,8,0.9081043289422382
L-Concrete,concrete,0.12,0.0066,0.1,4,9,0.8824378037533218
L-Concrete,concrete,0.12,0.0066,0.1,4,10,0.7452942715004858
L-Concrete,concrete,0.12,0.0066,0.1,4,11,0.8397164467629306
L-Concrete,concrete,0.12,0.0066,0.1,5,6,0.9167428692382186
L-Concrete,concrete,0.12,0.0066,0.1,5,7,0.9661112536332424
L-Concrete,concrete,0.12,0.0066,0.1,5,8,0.972342899641386
L-Concrete,concrete,0.12,0.0066,0.1,5,9,0.9397052902693992
L-Concrete,concrete,0.12,0.0066,0.1,5,10,0.8673386035698261
L-Concrete,concrete,0.12,0.0066,0.1,5,11,0.9415709587014168
L-Concrete,concrete,0.12,0.0066,0.1,6,7,0.890520276208132
L-Concrete,concrete,0.12,0.0066,0.1,6,8,0.9059687241918686
L-Concrete,concrete,0.12,0.0066,0.1,6,9,0.875968987334602
L-Concrete,concrete,0.12,0.0066,0.1,6,10,0.9247127918937704
L-Concrete,concrete,0.12,0.0066,0.1,6,11,0.9553016311140472
L-Concrete,concrete,0.12,0.0066,0.1,7,8,0.9685946260856688
L-Concrete,concrete,0.12,0.0066,0.1,7,9,0.9442443933467346
L-Concrete,concrete,0.12,0.0066,0.1,7,10,0.840347759078522
L-Concrete,concrete,0.12,0.0066,0.1,7,11,0.9193764836534176
L-Concrete,concrete,0.12,0.0066,0.1,8,9,0.958074920125201
L-Concrete,concrete,0.12,0.0066,0.1,8,10,0.8699609255507041
L-Concrete,concrete,0.12,0.0066,0.1,8,11,0.9276783113781076
L-Concrete,concrete,0.12,0.0066,0.1,9,10,0.8515733880642603
L-Concrete,concrete,0.12,0.0066,0.1,9,11,0.9071880974692036
L-Concrete,concrete,0.12,0.0066,0.1,10,11,0.935263483613798
L-LSPIN,lspin_tf,0.15,0.007,0.0,3,4,0.686354756775759
L-LSPIN,lspin_tf,0.15,0.007,0.0,3,5,0.5456763528482317
L-LSPIN,lspin_tf,0.15,0.007,0.0,3,6,0.7727422076736108
L-LSPIN,lspin_tf,0.15,0.007,0.0,3,7,0.6664137526326974
L-LSPIN,lspin_tf,0.15,0.007,0.0,3,8,0.653391979103701
L-LSPIN,lspin_tf,0.15,0.007,0.0,3,9,0.6302765439142791
L-LSPIN,lspin_tf,0.15,0.007,0.0,3,10,0.599689314842834
L-LSPIN,lspin_tf,0.15,0.007,0.0,3,11,0.5575960702306257
L-LSPIN,lspin_tf,0.15,0.007,0.0,4,5,0.7155780579897199
L-LSPIN,lspin_tf,0.15,0.007,0.0,4,6,0.6977354531047139
L-LSPIN,lspin_tf,0.15,0.007,0.0,4,7,0.7463525790695354
L-LSPIN,lspin_tf,0.15,0.007,0.0,4,8,0.6210502944892369
L-LSPIN,lspin_tf,0.15,0.007,0.0,4,9,0.7693845674927046
L-LSPIN,lspin_tf,0.15,0.007,0.0,4,10,0.6801440576923086
L-LSPIN,lspin_tf,0.15,0.007,0.0,4,11,0.7060572843505494
L-LSPIN,lspin_tf,0.15,0.007,0.0,5,6,0.6369743624423843
L-LSPIN,lspin_tf,0.15,0.007,0.0,5,7,0.6440791956878377
L-LSPIN,lspin_tf,0.15,0.007,0.0,5,8,0.5705366112438963
L-LSPIN,lspin_tf,0.15,0.007,0.0,5,9,0.6849147963453401
L-LSPIN,lspin_tf,0.15,0.007,0.0,5,10,0.684231501056655
L-LSPIN,lspin_tf,0.15,0.007,0.0,5,11,0.6975446512316378
L-LSPIN,lspin_tf,0.15,0.007,0.0,6,7,0.6363101534806181
L-LSPIN,lspin_tf,0.15,0.007,0.0,6,8,0.6840559477110328
L-LSPIN,lspin_tf,0.15,0.007,0.0,6,9,0.5853624763794929
L-LSPIN,lspin_tf,0.15,0.007,0.0,6,10,0.7170784610337657
L-LSPIN,lspin_tf,0.15,0.007,0.0,6,11,0.6184757713140385
L-LSPIN,lspin_tf,0.15,0.007,0.0,7,8,0.5493856686448015
L-LSPIN,lspin_tf,0.15,0.007,0.0,7,9,0.6953750161074639
L-LSPIN,lspin_tf,0.15,0.007,0.0,7,10,0.6450698313222459
L-LSPIN,lspin_tf,0.15,0.007,0.0,7,11,0.58352155951866
L-LSPIN,lspin_tf,0.15,0.007,0.0,8,9,0.6636876886702571
L-LSPIN,lspin_tf,0.15,0.007,0.0,8,10,0.7345328176366814
L-LSPIN,lspin_tf,0.15,0.007,0.0,8,11,0.6838667344739937
L-LSPIN,lspin_tf,0.15,0.007,0.0,9,10,0.6832045866693213
L-LSPIN,lspin_tf,0.15,0.007,0.0,9,11,0.6925189659721848
