histology,n_test,cindex,model_family,gate_sigma,lambda_sparse,lambda_sample_smooth,seed
infiltratinglobularcarcinoma,60,0.4021164021164021,L-Concrete,0.12,0.0066,0.1,1410123
other,23,0.5945945945945946,L-Concrete,0.12,0.0066,0.1,1410123
infiltratingductalcarcinoma,220,0.5819967266775777,L-Concrete,0.12,0.0066,0.1,1410124
infiltratinglobularcarcinoma,60,0.4285714285714285,L-Concrete,0.12,0.0066,0.1,1410124
other,23,0.7297297297297297,L-Concrete,0.12,0.0066,0.1,1410124
infiltratingductalcarcinoma,220,0.6307692307692307,L-Concrete,0.12,0.0066,0.1,1410125
infiltratinglobularcarcinoma,60,0.7037037037037037,L-Concrete,0.12,0.0066,0.1,1410125
other,23,0.7027027027027027,L-Concrete,0.12,0.0066,0.1,1410125
infiltratingductalcarcinoma,220,0.5882160392798691,L-Concrete,0.12,0.0044,0.1,1450123
infiltratinglobularcarcinoma,60,0.5978835978835979,L-Concrete,0.12,0.0044,0.1,1450123
other,23,0.4594594594594595,L-Concrete,0.12,0.0044,0.1,1450123
infiltratingductalcarcinoma,220,0.6360065466448446,L-Concrete,0.12,0.0044,0.1,1450124
infiltratinglobularcarcinoma,60,0.4179894179894179,L-Concrete,0.12,0.0044,0.1,1450124
other,23,0.5945945945945946,L-Concrete,0.12,0.0044,0.1,1450124
infiltratingductalcarcinoma,220,0.6546644844517185,L-Concrete,0.12,0.0044,0.1,1450125
infiltratinglobularcarcinoma,60,0.328042328042328,L-Concrete,0.12,0.0044,0.1,1450125
other,23,0.5135135135135135,L-Concrete,0.12,0.0044,0.1,1450125
infiltratingductalcarcinoma,220,0.5617021276595745,L-Concrete,0.12,0.0033,0.1,1490123
infiltratinglobularcarcinoma,60,0.4761904761904761,L-Concrete,0.12,0.0033,0.1,1490123
other,23,0.4864864864864865,L-Concrete,0.12,0.0033,0.1,1490123
infiltratingductalcarcinoma,220,0.6042553191489362,L-Concrete,0.12,0.0033,0.1,1490124
infiltratinglobularcarcinoma,60,0.5238095238095238,L-Concrete,0.12,0.0033,0.1,1490124
other,23,0.5945945945945946,L-Concrete,0.12,0.0033,0.1,1490124
infiltratingductalcarcinoma,220,0.6019639934533552,L-Concrete,0.12,0.0033,0.1,1490125
infiltratinglobularcarcinoma,60,0.5978835978835979,L-Concrete,0.12,0.0033,0.1,1490125
other,23,0.4594594594594595,L-Concrete,0.12,0.0033,0.1,1490125
infiltratingductalcarcinoma,220,0.597708674304419,L-Concrete,0.12,0.00275,0.1,1530123
infiltratinglobularcarcinoma,60,0.4814814814814814,L-Concrete,0.12,0.00275,0.1,1530123
other,23,0.3243243243243243,L-Concrete,0.12,0.00275,0.1,1530123
infiltratingductalcarcinoma,220,0.6288052373158756,L-Concrete,0.12,0.00275,0.1,1530124
infiltratinglobularcarcinoma,60,0.4973544973544973,L-Concrete,0.12,0.00275,0.1,1530124
other,23,0.7027027027027027,L-Concrete,0.12,0.00275,0.1,1530124
infiltratingductalcarcinoma,220,0.5831423895253682,L-Concrete,0.12,0.00275,0.1,1530125
infiltratinglobularcarcinoma,60,0.2777777777777778,L-Concrete,0.12,0.00275,0.1,1530125
other,23,0.5405405405405406,L-Concrete,0.12,0.00275,0.1,1530125
infiltratingductalcarcinoma,220,0.639607201309329,L-Concrete,0.12,0.00165,0.1,1570123
infiltratinglobularcarcinoma,60,0.3597883597883597,L-Concrete,0.12,0.00165,0.1,1570123
other,23,0.4594594594594595,L-Concrete,0.12,0.00165,0.1,1570123
infiltratingductalcarcinoma,220,0.5680851063829787,L-Concrete,0.12,0.00165,0.1,1570124
infiltratinglobularcarcinoma,60,0.4312169312169312,L-Concrete,0.12,0.00165,0.1,1570124
other,23,0.4864864864864865,L-Concrete,0.12,0.00165,0.1,1570124
infiltratingductalcarcinoma,220,0.6561374795417348,L-Concrete,0.12,0.00165,0.1,1570125
infiltratinglobularcarcinoma,60,0.6772486772486772,L-Concrete,0.12,0.00165,0.1,1570125
other,23,0.5405405405405406,L-Concrete,0.12,0.00165,0.1,1570125
infiltratingductalcarcinoma,220,0.4991816693944353,LSPIN,0.15,0.014,0.2,20123
infiltratinglobularcarcinoma,60,0.4867724867724867,LSPIN,0.15,0.014,0.2,20123
other,23,0.5405405405405406,LSPIN,0.15,0.014,0.2,20123
infiltratingductalcarcinoma,220,0.6602291325695581,LSPIN,0.15,0.014,0.2,20124
infiltratinglobularcarcinoma,60,0.6455026455026455,LSPIN,0.15,0.014,0.2,20124
other,23,0.4054054054054054,LSPIN,0.15,0.014,0.2,20124
infiltratingductalcarcinoma,220,0.5312602291325695,LSPIN,0.15,0.014,0.2,20125
infiltratinglobularcarcinoma,60,0.492063492063492,LSPIN,0.15,0.014,0.2,20125
other,23,0.7837837837837838,LSPIN,0.15,0.014,0.2,20125
infiltratingductalcarcinoma,220,0.6094926350245499,LSPIN,0.15,0.0105,0.2,60123
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,0.15,0.0105,0.2,60123
other,23,0.6216216216216216,LSPIN,0.15,0.0105,0.2,60123
infiltratingductalcarcinoma,220,0.628150572831424,LSPIN,0.15,0.0105,0.2,60124
infiltratinglobularcarcinoma,60,0.4126984126984127,LSPIN,0.15,0.0105,0.2,60124
other,23,0.5945945945945946,LSPIN,0.15,0.0105,0.2,60124
infiltratingductalcarcinoma,220,0.6867430441898527,LSPIN,0.15,0.0105,0.2,60125
infiltratinglobularcarcinoma,60,0.6031746031746031,LSPIN,0.15,0.0105,0.2,60125
other,23,0.5405405405405406,LSPIN,0.15,0.0105,0.2,60125
infiltratingductalcarcinoma,220,0.527986906710311,LSPIN,0.15,0.00875,0.2,100123
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.15,0.00875,0.2,100123
other,23,0.5675675675675675,LSPIN,0.15,0.00875,0.2,100123
infiltratingductalcarcinoma,220,0.5996726677577742,LSPIN,0.15,0.00875,0.2,100124
infiltratinglobularcarcinoma,60,0.6772486772486772,LSPIN,0.15,0.00875,0.2,100124
other,23,0.3783783783783784,LSPIN,0.15,0.00875,0.2,100124
infiltratingductalcarcinoma,220,0.5126022913256956,LSPIN,0.15,0.00875,0.2,100125
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,0.15,0.00875,0.2,100125
other,23,0.6216216216216216,LSPIN,0.15,0.00875,0.2,100125
infiltratingductalcarcinoma,220,0.6353518821603928,LSPIN,0.15,0.007,0.2,140123
infiltratinglobularcarcinoma,60,0.6455026455026455,LSPIN,0.15,0.007,0.2,140123
other,23,0.6486486486486487,LSPIN,0.15,0.007,0.2,140123
infiltratingductalcarcinoma,220,0.6225859247135843,LSPIN,0.15,0.007,0.2,140124
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,0.15,0.007,0.2,140124
other,23,0.6216216216216216,LSPIN,0.15,0.007,0.2,140124
infiltratingductalcarcinoma,220,0.5639934533551555,LSPIN,0.15,0.007,0.2,140125
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,0.15,0.007,0.2,140125
other,23,0.5945945945945946,LSPIN,0.15,0.007,0.2,140125
infiltratingductalcarcinoma,220,0.6458265139116203,LSPIN,0.15,0.00525,0.2,180123
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.15,0.00525,0.2,180123
other,23,0.4594594594594595,LSPIN,0.15,0.00525,0.2,180123
infiltratingductalcarcinoma,220,0.6353518821603928,LSPIN,0.15,0.00525,0.2,180124
infiltratinglobularcarcinoma,60,0.4708994708994709,LSPIN,0.15,0.00525,0.2,180124
other,23,0.5405405405405406,LSPIN,0.15,0.00525,0.2,180124
infiltratingductalcarcinoma,220,0.6684124386252046,LSPIN,0.15,0.00525,0.2,180125
infiltratinglobularcarcinoma,60,0.6507936507936508,LSPIN,0.15,0.00525,0.2,180125
other,23,0.5405405405405406,LSPIN,0.15,0.00525,0.2,180125
infiltratingductalcarcinoma,220,0.6219312602291326,LSPIN,0.12,0.014,0.2,220123
infiltratinglobularcarcinoma,60,0.5291005291005291,LSPIN,0.12,0.014,0.2,220123
other,23,0.3783783783783784,LSPIN,0.12,0.014,0.2,220123
infiltratingductalcarcinoma,220,0.6530278232405892,LSPIN,0.12,0.014,0.2,220124
infiltratinglobularcarcinoma,60,0.6507936507936508,LSPIN,0.12,0.014,0.2,220124
other,23,0.4864864864864865,LSPIN,0.12,0.014,0.2,220124
infiltratingductalcarcinoma,220,0.6042553191489362,LSPIN,0.12,0.014,0.2,220125
infiltratinglobularcarcinoma,60,0.492063492063492,LSPIN,0.12,0.014,0.2,220125
other,23,0.6216216216216216,LSPIN,0.12,0.014,0.2,220125
infiltratingductalcarcinoma,220,0.6170212765957447,LSPIN,0.12,0.0105,0.2,260123
infiltratinglobularcarcinoma,60,0.5238095238095238,LSPIN,0.12,0.0105,0.2,260123
other,23,0.4594594594594595,LSPIN,0.12,0.0105,0.2,260123
infiltratingductalcarcinoma,220,0.6153846153846154,LSPIN,0.12,0.0105,0.2,260124
infiltratinglobularcarcinoma,60,0.5291005291005291,LSPIN,0.12,0.0105,0.2,260124
other,23,0.5675675675675675,LSPIN,0.12,0.0105,0.2,260124
infiltratingductalcarcinoma,220,0.6700490998363339,LSPIN,0.12,0.0105,0.2,260125
infiltratinglobularcarcinoma,60,0.708994708994709,LSPIN,0.12,0.0105,0.2,260125
other,23,0.5405405405405406,LSPIN,0.12,0.0105,0.2,260125
infiltratingductalcarcinoma,220,0.5921440261865794,LSPIN,0.12,0.00875,0.2,300123
infiltratinglobularcarcinoma,60,0.492063492063492,LSPIN,0.12,0.00875,0.2,300123
other,23,0.5675675675675675,LSPIN,0.12,0.00875,0.2,300123
infiltratingductalcarcinoma,220,0.6016366612111292,LSPIN,0.12,0.00875,0.2,300124
infiltratinglobularcarcinoma,60,0.4973544973544973,LSPIN,0.12,0.00875,0.2,300124
other,23,0.4594594594594595,LSPIN,0.12,0.00875,0.2,300124
infiltratingductalcarcinoma,220,0.7014729950900164,LSPIN,0.12,0.00875,0.2,300125
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.12,0.00875,0.2,300125
other,23,0.6486486486486487,LSPIN,0.12,0.00875,0.2,300125
infiltratingductalcarcinoma,220,0.6009819967266776,LSPIN,0.12,0.007,0.2,340123
infiltratinglobularcarcinoma,60,0.6084656084656085,LSPIN,0.12,0.007,0.2,340123
other,23,0.5945945945945946,LSPIN,0.12,0.007,0.2,340123
infiltratingductalcarcinoma,220,0.5761047463175123,LSPIN,0.12,0.007,0.2,340124
infiltratinglobularcarcinoma,60,0.6031746031746031,LSPIN,0.12,0.007,0.2,340124
other,23,0.5405405405405406,LSPIN,0.12,0.007,0.2,340124
infiltratingductalcarcinoma,220,0.6271685761047463,LSPIN,0.12,0.007,0.2,340125
infiltratinglobularcarcinoma,60,0.6084656084656085,LSPIN,0.12,0.007,0.2,340125
other,23,0.4324324324324324,LSPIN,0.12,0.007,0.2,340125
infiltratingductalcarcinoma,220,0.6248772504091653,LSPIN,0.12,0.00525,0.2,380123
infiltratinglobularcarcinoma,60,0.544973544973545,LSPIN,0.12,0.00525,0.2,380123
other,23,0.6216216216216216,LSPIN,0.12,0.00525,0.2,380123
infiltratingductalcarcinoma,220,0.6520458265139116,LSPIN,0.12,0.00525,0.2,380124
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.12,0.00525,0.2,380124
other,23,0.6486486486486487,LSPIN,0.12,0.00525,0.2,380124
infiltratingductalcarcinoma,220,0.6379705400981996,LSPIN,0.12,0.00525,0.2,380125
infiltratinglobularcarcinoma,60,0.6349206349206349,LSPIN,0.12,0.00525,0.2,380125
other,23,0.6216216216216216,LSPIN,0.12,0.00525,0.2,380125
infiltratingductalcarcinoma,220,0.5702127659574469,L-LSPIN,0.15,0.021,0.2,420123
infiltratinglobularcarcinoma,60,0.2804232804232804,L-LSPIN,0.15,0.021,0.2,420123
other,23,0.5675675675675675,L-LSPIN,0.15,0.021,0.2,420123
infiltratingductalcarcinoma,220,0.5846153846153846,L-LSPIN,0.15,0.021,0.2,420124
infiltratinglobularcarcinoma,60,0.3597883597883597,L-LSPIN,0.15,0.021,0.2,420124
other,23,0.5135135135135135,L-LSPIN,0.15,0.021,0.2,420124
infiltratingductalcarcinoma,220,0.5996726677577742,L-LSPIN,0.15,0.021,0.2,420125
infiltratinglobularcarcinoma,60,0.4391534391534391,L-LSPIN,0.15,0.021,0.2,420125
other,23,0.8378378378378378,L-LSPIN,0.15,0.021,0.2,420125
infiltratingductalcarcinoma,220,0.6212765957446809,L-LSPIN,0.15,0.014,0.2,460123
infiltratinglobularcarcinoma,60,0.5026455026455027,L-LSPIN,0.15,0.014,0.2,460123
other,23,0.4864864864864865,L-LSPIN,0.15,0.014,0.2,460123
infiltratingductalcarcinoma,220,0.6245499181669394,L-LSPIN,0.15,0.014,0.2,460124
infiltratinglobularcarcinoma,60,0.4126984126984127,L-LSPIN,0.15,0.014,0.2,460124
other,23,0.6486486486486487,L-LSPIN,0.15,0.014,0.2,460124
infiltratingductalcarcinoma,220,0.6196399345335516,L-LSPIN,0.15,0.014,0.2,460125
infiltratinglobularcarcinoma,60,0.7777777777777778,L-LSPIN,0.15,0.014,0.2,460125
other,23,0.5675675675675675,L-LSPIN,0.15,0.014,0.2,460125
infiltratingductalcarcinoma,220,0.6271685761047463,L-LSPIN,0.15,0.0105,0.2,500123
infiltratinglobularcarcinoma,60,0.5185185185185185,L-LSPIN,0.15,0.0105,0.2,500123
other,23,0.5405405405405406,L-LSPIN,0.15,0.0105,0.2,500123
infiltratingductalcarcinoma,220,0.7309328968903437,L-LSPIN,0.15,0.0105,0.2,500124
infiltratinglobularcarcinoma,60,0.3915343915343915,L-LSPIN,0.15,0.0105,0.2,500124
other,23,0.5945945945945946,L-LSPIN,0.15,0.0105,0.2,500124
infiltratingductalcarcinoma,220,0.6294599018003273,L-LSPIN,0.15,0.0105,0.2,500125
infiltratinglobularcarcinoma,60,0.6190476190476191,L-LSPIN,0.15,0.0105,0.2,500125
other,23,0.4324324324324324,L-LSPIN,0.15,0.0105,0.2,500125
infiltratingductalcarcinoma,220,0.6937806873977087,L-LSPIN,0.15,0.00875,0.2,540123
infiltratinglobularcarcinoma,60,0.5396825396825397,L-LSPIN,0.15,0.00875,0.2,540123
other,23,0.4594594594594595,L-LSPIN,0.15,0.00875,0.2,540123
infiltratingductalcarcinoma,220,0.7191489361702128,L-LSPIN,0.15,0.00875,0.2,540124
infiltratinglobularcarcinoma,60,0.708994708994709,L-LSPIN,0.15,0.00875,0.2,540124
other,23,0.5945945945945946,L-LSPIN,0.15,0.00875,0.2,540124
infiltratingductalcarcinoma,220,0.5577741407528641,L-LSPIN,0.15,0.00875,0.2,540125
infiltratinglobularcarcinoma,60,0.5846560846560847,L-LSPIN,0.15,0.00875,0.2,540125
other,23,0.4054054054054054,L-LSPIN,0.15,0.00875,0.2,540125
infiltratingductalcarcinoma,220,0.6926350245499182,L-LSPIN,0.15,0.007,0.2,580123
infiltratinglobularcarcinoma,60,0.746031746031746,L-LSPIN,0.15,0.007,0.2,580123
other,23,0.4324324324324324,L-LSPIN,0.15,0.007,0.2,580123
infiltratingductalcarcinoma,220,0.5901800327332242,L-LSPIN,0.15,0.007,0.2,580124
infiltratinglobularcarcinoma,60,0.3756613756613756,L-LSPIN,0.15,0.007,0.2,580124
other,23,0.6486486486486487,L-LSPIN,0.15,0.007,0.2,580124
infiltratingductalcarcinoma,220,0.6422258592471358,L-LSPIN,0.15,0.007,0.2,580125
infiltratinglobularcarcinoma,60,0.5132275132275133,L-LSPIN,0.15,0.007,0.2,580125
other,23,0.5405405405405406,L-LSPIN,0.15,0.007,0.2,580125
infiltratingductalcarcinoma,220,0.602291325695581,L-LSPIN,0.12,0.021,0.2,620123
infiltratinglobularcarcinoma,60,0.5714285714285714,L-LSPIN,0.12,0.021,0.2,620123
other,23,0.8108108108108109,L-LSPIN,0.12,0.021,0.2,620123
infiltratingductalcarcinoma,220,0.6998363338788871,L-LSPIN,0.12,0.021,0.2,620124
infiltratinglobularcarcinoma,60,0.5238095238095238,L-LSPIN,0.12,0.021,0.2,620124
other,23,0.4864864864864865,L-LSPIN,0.12,0.021,0.2,620124
infiltratingductalcarcinoma,220,0.5669394435351882,L-LSPIN,0.12,0.021,0.2,620125
infiltratinglobularcarcinoma,60,0.4867724867724867,L-LSPIN,0.12,0.021,0.2,620125
other,23,0.6756756756756757,L-LSPIN,0.12,0.021,0.2,620125
infiltratingductalcarcinoma,220,0.5793780687397708,L-LSPIN,0.12,0.014,0.2,660123
infiltratinglobularcarcinoma,60,0.8201058201058201,L-LSPIN,0.12,0.014,0.2,660123
other,23,0.7297297297297297,L-LSPIN,0.12,0.014,0.2,660123
infiltratingductalcarcinoma,220,0.5527004909983634,L-LSPIN,0.12,0.014,0.2,660124
infiltratinglobularcarcinoma,60,0.4391534391534391,L-LSPIN,0.12,0.014,0.2,660124
other,23,0.4324324324324324,L-LSPIN,0.12,0.014,0.2,660124
infiltratingductalcarcinoma,220,0.6415711947626841,L-LSPIN,0.12,0.014,0.2,660125
infiltratinglobularcarcinoma,60,0.6772486772486772,L-LSPIN,0.12,0.014,0.2,660125
other,23,0.5405405405405406,L-LSPIN,0.12,0.014,0.2,660125
infiltratingductalcarcinoma,220,0.5481178396072013,L-LSPIN,0.12,0.0105,0.2,700123
infiltratinglobularcarcinoma,60,0.4391534391534391,L-LSPIN,0.12,0.0105,0.2,700123
other,23,0.5405405405405406,L-LSPIN,0.12,0.0105,0.2,700123
infiltratingductalcarcinoma,220,0.5967266775777414,L-LSPIN,0.12,0.0105,0.2,700124
infiltratinglobularcarcinoma,60,0.5978835978835979,L-LSPIN,0.12,0.0105,0.2,700124
other,23,0.5675675675675675,L-LSPIN,0.12,0.0105,0.2,700124
infiltratingductalcarcinoma,220,0.5135842880523731,L-LSPIN,0.12,0.0105,0.2,700125
infiltratinglobularcarcinoma,60,0.6243386243386243,L-LSPIN,0.12,0.0105,0.2,700125
other,23,0.4324324324324324,L-LSPIN,0.12,0.0105,0.2,700125
infiltratingductalcarcinoma,220,0.6219312602291326,L-LSPIN,0.12,0.00875,0.2,740123
infiltratinglobularcarcinoma,60,0.3756613756613756,L-LSPIN,0.12,0.00875,0.2,740123
other,23,0.4864864864864865,L-LSPIN,0.12,0.00875,0.2,740123
infiltratingductalcarcinoma,220,0.711620294599018,L-LSPIN,0.12,0.00875,0.2,740124
infiltratinglobularcarcinoma,60,0.4074074074074074,L-LSPIN,0.12,0.00875,0.2,740124
other,23,0.5945945945945946,L-LSPIN,0.12,0.00875,0.2,740124
infiltratingductalcarcinoma,220,0.5908346972176759,L-LSPIN,0.12,0.00875,0.2,740125
infiltratinglobularcarcinoma,60,0.3386243386243386,L-LSPIN,0.12,0.00875,0.2,740125
other,23,0.4594594594594595,L-LSPIN,0.12,0.00875,0.2,740125
infiltratingductalcarcinoma,220,0.6494271685761047,L-LSPIN,0.12,0.007,0.2,780123
infiltratinglobularcarcinoma,60,0.4179894179894179,L-LSPIN,0.12,0.007,0.2,780123
other,23,0.4594594594594595,L-LSPIN,0.12,0.007,0.2,780123
infiltratingductalcarcinoma,220,0.546644844517185,L-LSPIN,0.12,0.007,0.2,780124
infiltratinglobularcarcinoma,60,0.4708994708994709,L-LSPIN,0.12,0.007,0.2,780124
other,23,0.5945945945945946,L-LSPIN,0.12,0.007,0.2,780124
infiltratingductalcarcinoma,220,0.6134206219312602,L-LSPIN,0.12,0.007,0.2,780125
infiltratinglobularcarcinoma,60,0.3862433862433862,L-LSPIN,0.12,0.007,0.2,780125
other,23,0.5135135135135135,L-LSPIN,0.12,0.007,0.2,780125
infiltratingductalcarcinoma,220,0.5548281505728314,Concrete,0.15,0.0055,0.2,820123
infiltratinglobularcarcinoma,60,0.4285714285714285,Concrete,0.15,0.0055,0.2,820123
other,23,0.5135135135135135,Concrete,0.15,0.0055,0.2,820123
infiltratingductalcarcinoma,220,0.5450081833060556,Concrete,0.15,0.0055,0.2,820124
infiltratinglobularcarcinoma,60,0.4021164021164021,Concrete,0.15,0.0055,0.2,820124
other,23,0.2432432432432432,Concrete,0.15,0.0055,0.2,820124
infiltratingductalcarcinoma,220,0.5204582651391162,Concrete,0.15,0.0055,0.2,820125
infiltratinglobularcarcinoma,60,0.2698412698412698,Concrete,0.15,0.0055,0.2,820125
other,23,0.4864864864864865,Concrete,0.15,0.0055,0.2,820125
infiltratingductalcarcinoma,220,0.5970540098199673,Concrete,0.15,0.0044,0.2,860123
infiltratinglobularcarcinoma,60,0.492063492063492,Concrete,0.15,0.0044,0.2,860123
other,23,0.5675675675675675,Concrete,0.15,0.0044,0.2,860123
infiltratingductalcarcinoma,220,0.5289689034369885,Concrete,0.15,0.0044,0.2,860124
infiltratinglobularcarcinoma,60,0.8201058201058201,Concrete,0.15,0.0044,0.2,860124
other,23,0.3783783783783784,Concrete,0.15,0.0044,0.2,860124
infiltratingductalcarcinoma,220,0.5643207855973813,Concrete,0.15,0.0044,0.2,860125
infiltratinglobularcarcinoma,60,0.5978835978835979,Concrete,0.15,0.0044,0.2,860125
other,23,0.5675675675675675,Concrete,0.15,0.0044,0.2,860125
infiltratingductalcarcinoma,220,0.5273322422258593,Concrete,0.15,0.0033,0.2,900123
infiltratinglobularcarcinoma,60,0.4285714285714285,Concrete,0.15,0.0033,0.2,900123
other,23,0.4594594594594595,Concrete,0.15,0.0033,0.2,900123
infiltratingductalcarcinoma,220,0.527986906710311,Concrete,0.15,0.0033,0.2,900124
infiltratinglobularcarcinoma,60,0.5502645502645502,Concrete,0.15,0.0033,0.2,900124
other,23,0.2972972972972973,Concrete,0.15,0.0033,0.2,900124
infiltratingductalcarcinoma,220,0.5482815057283142,Concrete,0.15,0.0033,0.2,900125
infiltratinglobularcarcinoma,60,0.5185185185185185,Concrete,0.15,0.0033,0.2,900125
other,23,0.5135135135135135,Concrete,0.15,0.0033,0.2,900125
infiltratingductalcarcinoma,220,0.5878887070376432,Concrete,0.15,0.00275,0.2,940123
infiltratinglobularcarcinoma,60,0.5238095238095238,Concrete,0.15,0.00275,0.2,940123
other,23,0.4594594594594595,Concrete,0.15,0.00275,0.2,940123
infiltratingductalcarcinoma,220,0.5374795417348609,Concrete,0.15,0.00275,0.2,940124
infiltratinglobularcarcinoma,60,0.6243386243386243,Concrete,0.15,0.00275,0.2,940124
other,23,0.4594594594594595,Concrete,0.15,0.00275,0.2,940124
infiltratingductalcarcinoma,220,0.5528641571194762,Concrete,0.15,0.00275,0.2,940125
infiltratinglobularcarcinoma,60,0.4867724867724867,Concrete,0.15,0.00275,0.2,940125
other,23,0.4594594594594595,Concrete,0.15,0.00275,0.2,940125
infiltratingductalcarcinoma,220,0.4936170212765957,Concrete,0.15,0.0022,0.2,980123
infiltratinglobularcarcinoma,60,0.5132275132275133,Concrete,0.15,0.0022,0.2,980123
other,23,0.6756756756756757,Concrete,0.15,0.0022,0.2,980123
infiltratingductalcarcinoma,220,0.448772504091653,Concrete,0.15,0.0022,0.2,980124
infiltratinglobularcarcinoma,60,0.7619047619047619,Concrete,0.15,0.0022,0.2,980124
other,23,0.4594594594594595,Concrete,0.15,0.0022,0.2,980124
infiltratingductalcarcinoma,220,0.5738134206219313,Concrete,0.15,0.0022,0.2,980125
infiltratinglobularcarcinoma,60,0.5608465608465608,Concrete,0.15,0.0022,0.2,980125
other,23,0.5405405405405406,Concrete,0.15,0.0022,0.2,980125
infiltratingductalcarcinoma,220,0.5689034369885434,Concrete,0.12,0.0055,0.2,1020123
infiltratinglobularcarcinoma,60,0.4021164021164021,Concrete,0.12,0.0055,0.2,1020123
other,23,0.4594594594594595,Concrete,0.12,0.0055,0.2,1020123
infiltratingductalcarcinoma,220,0.4703764320785597,Concrete,0.12,0.0055,0.2,1020124
infiltratinglobularcarcinoma,60,0.2222222222222222,Concrete,0.12,0.0055,0.2,1020124
other,23,0.4864864864864865,Concrete,0.12,0.0055,0.2,1020124
infiltratingductalcarcinoma,220,0.4936170212765957,Concrete,0.12,0.0055,0.2,1020125
infiltratinglobularcarcinoma,60,0.5608465608465608,Concrete,0.12,0.0055,0.2,1020125
other,23,0.3243243243243243,Concrete,0.12,0.0055,0.2,1020125
infiltratingductalcarcinoma,220,0.5361702127659574,Concrete,0.12,0.0044,0.2,1060123
infiltratinglobularcarcinoma,60,0.3227513227513227,Concrete,0.12,0.0044,0.2,1060123
other,23,0.4054054054054054,Concrete,0.12,0.0044,0.2,1060123
infiltratingductalcarcinoma,220,0.4065466448445172,Concrete,0.12,0.0044,0.2,1060124
infiltratinglobularcarcinoma,60,0.6507936507936508,Concrete,0.12,0.0044,0.2,1060124
other,23,0.7567567567567568,Concrete,0.12,0.0044,0.2,1060124
infiltratingductalcarcinoma,220,0.5639934533551555,Concrete,0.12,0.0044,0.2,1060125
infiltratinglobularcarcinoma,60,0.4761904761904761,Concrete,0.12,0.0044,0.2,1060125
other,23,0.4054054054054054,Concrete,0.12,0.0044,0.2,1060125
infiltratingductalcarcinoma,220,0.5702127659574469,Concrete,0.12,0.0033,0.2,1100123
infiltratinglobularcarcinoma,60,0.5238095238095238,Concrete,0.12,0.0033,0.2,1100123
other,23,0.4324324324324324,Concrete,0.12,0.0033,0.2,1100123
infiltratingductalcarcinoma,220,0.5070376432078559,Concrete,0.12,0.0033,0.2,1100124
infiltratinglobularcarcinoma,60,0.3492063492063492,Concrete,0.12,0.0033,0.2,1100124
other,23,0.3513513513513513,Concrete,0.12,0.0033,0.2,1100124
infiltratingductalcarcinoma,220,0.6202945990180033,Concrete,0.12,0.0033,0.2,1100125
infiltratinglobularcarcinoma,60,0.5079365079365079,Concrete,0.12,0.0033,0.2,1100125
other,23,0.5675675675675675,Concrete,0.12,0.0033,0.2,1100125
infiltratingductalcarcinoma,220,0.6127659574468085,Concrete,0.12,0.00275,0.2,1140123
infiltratinglobularcarcinoma,60,0.6507936507936508,Concrete,0.12,0.00275,0.2,1140123
other,23,0.5135135135135135,Concrete,0.12,0.00275,0.2,1140123
infiltratingductalcarcinoma,220,0.5725040916530278,Concrete,0.12,0.00275,0.2,1140124
infiltratinglobularcarcinoma,60,0.5132275132275133,Concrete,0.12,0.00275,0.2,1140124
other,23,0.6216216216216216,Concrete,0.12,0.00275,0.2,1140124
infiltratingductalcarcinoma,220,0.6065466448445171,Concrete,0.12,0.00275,0.2,1140125
infiltratinglobularcarcinoma,60,0.5555555555555556,Concrete,0.12,0.00275,0.2,1140125
other,23,0.2972972972972973,Concrete,0.12,0.00275,0.2,1140125
infiltratingductalcarcinoma,220,0.5505728314238952,Concrete,0.12,0.0022,0.2,1180123
infiltratinglobularcarcinoma,60,0.3227513227513227,Concrete,0.12,0.0022,0.2,1180123
other,23,0.5675675675675675,Concrete,0.12,0.0022,0.2,1180123
infiltratingductalcarcinoma,220,0.5852700490998364,Concrete,0.12,0.0022,0.2,1180124
infiltratinglobularcarcinoma,60,0.4603174603174603,Concrete,0.12,0.0022,0.2,1180124
other,23,0.4054054054054054,Concrete,0.12,0.0022,0.2,1180124
infiltratingductalcarcinoma,220,0.430114566284779,Concrete,0.12,0.0022,0.2,1180125
infiltratinglobularcarcinoma,60,0.4603174603174603,Concrete,0.12,0.0022,0.2,1180125
other,23,0.2972972972972973,Concrete,0.12,0.0022,0.2,1180125
infiltratingductalcarcinoma,220,0.6641571194762684,L-Concrete,0.15,0.0066,0.2,1220123
infiltratinglobularcarcinoma,60,0.5978835978835979,L-Concrete,0.15,0.0066,0.2,1220123
other,23,0.6216216216216216,L-Concrete,0.15,0.0066,0.2,1220123
infiltratingductalcarcinoma,220,0.5738134206219313,L-Concrete,0.15,0.0066,0.2,1220124
infiltratinglobularcarcinoma,60,0.6084656084656085,L-Concrete,0.15,0.0066,0.2,1220124
