model_family,gate_sigma,lambda_sparse,lambda_sample_smooth,mean_test_c,std_test_c,mean_Khard,std_Khard,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,n_runs,mean_Ksoft,std_Ksoft,mean_affinity_corr,std_affinity_corr,mean_risk_corr,mean_top_risk_overlap_ratio,mean_top_risk_jaccard,mean_bottom_risk_overlap_ratio,mean_bottom_risk_jaccard,mean_cluster_ari,mean_cluster_nmi
L-Concrete,0.12,0.0033,0.4,0.5953589953589954,0.06446828471081972,1167.6087646484375,35.735028658118885,0.9869728777961225,0.002782328586764096,2227.0,2066.6666666666665,3,1167.60302734375,35.756719368537944,0.8825620036355583,0.05236874956981832,0.44814129535765024,2.089527168892248,0.2684848484848485,1.958931720836483,0.24760629004076876,0.5894655973441005,0.6458906615938241
L-Concrete,0.12,0.0044,0.0,0.5551733551733552,0.024040336456775627,257.9624837239583,80.89613293398217,0.9624199083757271,0.009961658164645905,1299.6666666666667,719.6666666666666,3,257.9690297444661,80.89412042830797,0.7898665397482603,0.033965220835577556,0.3991175169930479,1.7238599143361053,0.21292739095819999,1.8805744520030236,0.2355293221629855,0.4640708563940872,0.5211277641881146
L-Concrete,0.12,0.0044,0.1,0.5936663936663936,0.013341755448392131,776.3869222005209,181.16936869936026,0.9805918505010269,0.003694252787897095,1353.6666666666667,1305.3333333333333,3,776.4166056315104,181.16830202285493,0.9612297991212578,0.014388657264717625,0.5579374700324157,2.429075333837239,0.3264137737961926,2.3245989753926266,0.30808464460119367,0.6248036049825979,0.6693989833140438
L-Concrete,0.12,0.0044,0.2,0.608026208026208,0.041261062931884356,844.2529500325521,211.9941814287745,0.9826587136163832,0.005257716492860491,1819.3333333333333,1620.6666666666667,3,844.2670694986979,211.96722723389104,0.8956941677288613,0.04117394432868039,0.34482194269450267,1.7238599143361053,0.21292739095819999,1.7238599143361053,0.21176470588235294,0.6374013620628244,0.6540558945697735
L-Concrete,0.12,0.0044,0.4,0.618127218127218,0.05081352841976983,762.5551961263021,137.43991776508233,0.979147650765971,0.003615500807404894,1349.0,1301.6666666666667,3,762.5421142578125,137.43155428129396,0.9532070277396886,0.010189121320555945,0.576250642863765,2.0372889896699418,0.26234249122082215,2.3507180650037798,0.3125,0.6105774101260838,0.7024070057806818
L-Concrete,0.12,0.0066,0.0,0.5453999453999454,0.04287509050934977,116.25616200764973,19.837381925281093,0.9239541513011584,0.01606001820799778,655.6666666666666,336.0,3,116.24805196126302,19.851067780634118,0.636218895427343,0.08424905826894034,0.2765585124596643,1.3581926597799612,0.15953109072375127,1.9328126312253298,0.2444130127298444,0.22489417787317253,0.31751498825790275
L-Concrete,0.12,0.0066,0.1,0.5967239967239967,0.03750233603494722,349.2052510579427,60.106695470740455,0.9625576393806905,0.010412217165798267,766.4166666666666,689.5833333333334,12,349.21521759033203,60.10758130392242,0.911092030132867,0.04889322619296834,0.4627346900235959,1.981032488968997,0.2520895852588457,2.087518008152929,0.2697932018951163,0.5243404307480267,0.5607135521640149
L-Concrete,0.12,0.0066,0.2,0.6006006006006005,0.02572775198329193,337.66237386067706,111.8187761514811,0.957064348751912,0.02764554250977061,807.0,711.3333333333334,3,337.65464274088544,111.81827089266402,0.8794185210511988,0.00867776010586216,0.4259688934612118,1.8022171831695644,0.22399340538560172,1.8805744520030234,0.2358555683798402,0.575093302544521,0.5943961486189817
L-Concrete,0.12,0.0066,0.4,0.6235872235872236,0.06071818214070314,334.04929606119794,17.7660890832079,0.9643812991568635,0.006612133640606273,793.0,712.0,3,334.06951904296875,17.726559411065853,0.971659688387217,0.002979336675880099,0.4039567126402623,1.9328126312253298,0.24384615384615382,1.985050810447636,0.251848714283193,0.5947460949246758,0.6639221962020186
L-Concrete,0.15,0.00165,0.0,0.5622167622167623,0.010341594828993302,346.5626932779948,75.3398357042739,0.9700129806677937,0.004602655146775339,1886.3333333333333,931.0,3,346.55958048502606,75.34633943342558,0.6643842137887671,0.039307353566793275,0.4831316159270575,1.9589317208364827,0.24785099869210217,2.141765348114555,0.27783613445378147,0.32548180959070133,0.38072350476121536
