model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
L-LSPIN,lspin_tf,0.15,0.0105,0.1,0,2,0.4435193056768068,0.5479757751911486
L-LSPIN,lspin_tf,0.15,0.0105,0.1,1,2,0.5052285389513181,0.5423591386657541
L-LSPIN,lspin_tf,0.15,0.00875,0.1,0,1,0.2725335357331687,0.391366743071363
L-LSPIN,lspin_tf,0.15,0.00875,0.1,0,2,0.618706192342737,0.5872303348783128
L-LSPIN,lspin_tf,0.15,0.00875,0.1,1,2,0.41476660033306,0.5066491067196509
L-LSPIN,lspin_tf,0.15,0.007,0.1,0,1,0.8084696664930011,0.7414543543789325
L-LSPIN,lspin_tf,0.15,0.007,0.1,0,2,0.6327006687063024,0.5821073846444248
L-LSPIN,lspin_tf,0.15,0.007,0.1,1,2,0.6407321482404719,0.6178082986518855
L-LSPIN,lspin_tf,0.12,0.021,0.1,0,1,0.6137897103252776,0.6134774085819346
L-LSPIN,lspin_tf,0.12,0.021,0.1,0,2,0.3638254902782491,0.4566179468429907
L-LSPIN,lspin_tf,0.12,0.021,0.1,1,2,0.4079594153993369,0.5165744599573611
L-LSPIN,lspin_tf,0.12,0.014,0.1,0,1,0.4890853305121301,0.5368288245798009
L-LSPIN,lspin_tf,0.12,0.014,0.1,0,2,0.4375055765630146,0.4808159975587251
L-LSPIN,lspin_tf,0.12,0.014,0.1,1,2,0.5045605079284479,0.5422825023852836
L-LSPIN,lspin_tf,0.12,0.0105,0.1,0,1,0.4684332546060477,0.5532502232256906
L-LSPIN,lspin_tf,0.12,0.0105,0.1,0,2,0.4770184805097364,0.5669430399310066
L-LSPIN,lspin_tf,0.12,0.0105,0.1,1,2,0.5517384076066283,0.5952294561181374
L-LSPIN,lspin_tf,0.12,0.00875,0.1,0,1,0.4185940293695675,0.4786666550728375
L-LSPIN,lspin_tf,0.12,0.00875,0.1,0,2,0.3354661001003752,0.4274485479073425
L-LSPIN,lspin_tf,0.12,0.00875,0.1,1,2,0.5625595676049293,0.5920836987373603
L-LSPIN,lspin_tf,0.12,0.007,0.1,0,1,0.5100080568794081,0.582902260317651
L-LSPIN,lspin_tf,0.12,0.007,0.1,0,2,0.2993460984568201,0.3978961478231977
L-LSPIN,lspin_tf,0.12,0.007,0.1,1,2,0.377772851899827,0.472641849870028
Concrete,concrete,0.15,0.0055,0.1,0,1,0.25387698339188,0.3432835030259296
Concrete,concrete,0.15,0.0055,0.1,0,2,0.3757016949909481,0.4338054712064203
Concrete,concrete,0.15,0.0055,0.1,1,2,0.2932623665310658,0.3561220726141998
Concrete,concrete,0.15,0.0044,0.1,0,1,0.3645118826498559,0.4265864924153348
Concrete,concrete,0.15,0.0044,0.1,0,2,0.3077945327981313,0.3983348066343174
Concrete,concrete,0.15,0.0044,0.1,1,2,0.3634037429944048,0.4694339833620872
Concrete,concrete,0.15,0.0033,0.1,0,1,0.7163753401694473,0.6226846455627072
Concrete,concrete,0.15,0.0033,0.1,0,2,0.4495236809077566,0.5312713149504066
Concrete,concrete,0.15,0.0033,0.1,1,2,0.4575363645065601,0.5065988609790998
Concrete,concrete,0.15,0.00275,0.1,0,1,0.4750616576190256,0.504925071911297
Concrete,concrete,0.15,0.00275,0.1,0,2,0.3752947986607274,0.472991920852629
Concrete,concrete,0.15,0.00275,0.1,1,2,0.3535400231368679,0.4493570567420952
Concrete,concrete,0.15,0.0022,0.1,0,1,0.4040920178024053,0.5046851965470925
Concrete,concrete,0.15,0.0022,0.1,0,2,0.3937215978550319,0.4845244630465055
Concrete,concrete,0.15,0.0022,0.1,1,2,0.497791868347713,0.5209938979389624
Concrete,concrete,0.12,0.0055,0.1,0,1,0.3228524367021085,0.316775904741451
Concrete,concrete,0.12,0.0055,0.1,0,2,0.2703599581713474,0.3444419037936359
Concrete,concrete,0.12,0.0055,0.1,1,2,0.4628377704858515,0.4766681824076403
Concrete,concrete,0.12,0.0044,0.1,0,1,0.5634489842545674,0.5675939805785934
Concrete,concrete,0.12,0.0044,0.1,0,2,0.5981525368974144,0.5653518521167684
Concrete,concrete,0.12,0.0044,0.1,1,2,0.4734569708559438,0.4852429833406764
Concrete,concrete,0.12,0.0033,0.1,0,1,0.4155016686006804,0.4983236088910032
Concrete,concrete,0.12,0.0033,0.1,0,2,0.5165648045811185,0.5307708423941819
Concrete,concrete,0.12,0.0033,0.1,1,2,0.4205402366881863,0.5564384470465381
Concrete,concrete,0.12,0.00275,0.1,0,1,0.4920904435182905,0.5504775772822331
Concrete,concrete,0.12,0.00275,0.1,0,2,0.520611936611837,0.5351338760568718
Concrete,concrete,0.12,0.00275,0.1,1,2,0.542792636919028,0.5257830321283761
Concrete,concrete,0.12,0.0022,0.1,0,1,0.6050521178912484,0.5506020332727163
Concrete,concrete,0.12,0.0022,0.1,0,2,0.6341353505820245,0.5549025709486538
Concrete,concrete,0.12,0.0022,0.1,1,2,0.7366789011168036,0.6758431082399281
L-Concrete,concrete,0.15,0.0066,0.1,0,1,0.5936518974976696,0.6042275284301171
L-Concrete,concrete,0.15,0.0066,0.1,0,2,0.5161864956218529,0.6187423276701992
L-Concrete,concrete,0.15,0.0066,0.1,1,2,0.4387888241803872,0.5479443155600974
L-Concrete,concrete,0.15,0.0044,0.1,0,1,0.490013254649725,0.5755672592563247
L-Concrete,concrete,0.15,0.0044,0.1,0,2,0.4183352226294548,0.4990193714872467
L-Concrete,concrete,0.15,0.0044,0.1,1,2,0.5245497838875445,0.529133230336511
L-Concrete,concrete,0.15,0.0033,0.1,0,1,0.6335114255201222,0.7025915663202916
L-Concrete,concrete,0.15,0.0033,0.1,0,2,0.5230183143537851,0.6543605673381363
L-Concrete,concrete,0.15,0.0033,0.1,1,2,0.5316117834397632,0.6326009280129655
L-Concrete,concrete,0.15,0.00275,0.1,0,1,0.5173325906847683,0.5742129861362675
L-Concrete,concrete,0.15,0.00275,0.1,0,2,0.4851575939875346,0.6241284254109638
L-Concrete,concrete,0.15,0.00275,0.1,1,2,0.4059822303049937,0.4989881020249253
L-Concrete,concrete,0.15,0.00165,0.1,0,1,0.759069236207458,0.7521388364720784
L-Concrete,concrete,0.15,0.00165,0.1,0,2,0.6603054566593469,0.6566523542011553
L-Concrete,concrete,0.15,0.00165,0.1,1,2,0.6834981436806445,0.6862205502243096
L-Concrete,concrete,0.12,0.0066,0.1,0,1,0.6174059884172899,0.5997176684639038
L-Concrete,concrete,0.12,0.0066,0.1,0,2,0.705131902987111,0.7116703045055598
L-Concrete,concrete,0.12,0.0066,0.1,1,2,0.5470111084562291,0.5700340356839293
L-Concrete,concrete,0.12,0.0044,0.1,0,1,0.5007323621751424,0.6285249400983327
L-Concrete,concrete,0.12,0.0044,0.1,0,2,0.5540176452287922,0.6645554478450291
L-Concrete,concrete,0.12,0.0044,0.1,1,2,0.8196608075438593,0.7151165619987697
L-Concrete,concrete,0.12,0.0033,0.1,0,1,0.687947317447025,0.6934895561922707
L-Concrete,concrete,0.12,0.0033,0.1,0,2,0.7569101878236052,0.7739409950358359
L-Concrete,concrete,0.12,0.0033,0.1,1,2,0.8212707535284517,0.7871832801028475
L-Concrete,concrete,0.12,0.00275,0.1,0,1,0.6099166517382176,0.6839843053238437
L-Concrete,concrete,0.12,0.00275,0.1,0,2,0.5720625782018913,0.6574205825561776
L-Concrete,concrete,0.12,0.00275,0.1,1,2,0.5438748269144198,0.6883014012198454
L-Concrete,concrete,0.12,0.00165,0.1,0,1,0.5608803671759875,0.6587839274207928
L-Concrete,concrete,0.12,0.00165,0.1,0,2,0.4923582408369865,0.615966926107446
L-Concrete,concrete,0.12,0.00165,0.1,1,2,0.5633295713688913,0.64459525026624
LSPIN,lspin_tf,0.15,0.014,0.2,0,1,0.3458837559051306,0.3640679296865708
LSPIN,lspin_tf,0.15,0.014,0.2,0,2,0.329102777494325,0.3753158605113029
LSPIN,lspin_tf,0.15,0.014,0.2,1,2,0.4502589918984545,0.4704681498553408
LSPIN,lspin_tf,0.15,0.0105,0.2,0,1,0.4940122353578496,0.5070011732263754
LSPIN,lspin_tf,0.15,0.0105,0.2,0,2,0.504616235004255,0.4955146458789337
LSPIN,lspin_tf,0.15,0.0105,0.2,1,2,0.4483174696717859,0.5244973230871514
LSPIN,lspin_tf,0.15,0.00875,0.2,0,1,0.3879613010606018,0.4018906586531723
LSPIN,lspin_tf,0.15,0.00875,0.2,0,2,0.6023438090310517,0.584995636748449
LSPIN,lspin_tf,0.15,0.00875,0.2,1,2,0.3952636074289058,0.408537794912972
LSPIN,lspin_tf,0.15,0.007,0.2,0,1,0.5807912109305307,0.6515018544590887
LSPIN,lspin_tf,0.15,0.007,0.2,0,2,0.4110924053615296,0.5009935250871528
LSPIN,lspin_tf,0.15,0.007,0.2,1,2,0.3616829856190701,0.507085163227924
LSPIN,lspin_tf,0.15,0.00525,0.2,0,1,0.6910576456346726,0.6674862406200516
LSPIN,lspin_tf,0.15,0.00525,0.2,0,2,0.4879888005041582,0.5249940848554752
LSPIN,lspin_tf,0.15,0.00525,0.2,1,2,0.4799932052932835,0.5218600658683805
LSPIN,lspin_tf,0.12,0.014,0.2,0,1,0.587940698196401,0.5968918543793679
LSPIN,lspin_tf,0.12,0.014,0.2,0,2,0.4508571682912178,0.5122337589328474
LSPIN,lspin_tf,0.12,0.014,0.2,1,2,0.4117075752075609,0.489686091647569
LSPIN,lspin_tf,0.12,0.0105,0.2,0,1,0.3513615145851059,0.4172128744052947
LSPIN,lspin_tf,0.12,0.0105,0.2,0,2,0.6391717563822962,0.6159707424560218
LSPIN,lspin_tf,0.12,0.0105,0.2,1,2,0.369553678394713,0.4435929404365138
LSPIN,lspin_tf,0.12,0.00875,0.2,0,1,0.3544510730895054,0.4100518276489617
LSPIN,lspin_tf,0.12,0.00875,0.2,0,2,0.5830732057228054,0.5831101575475227
LSPIN,lspin_tf,0.12,0.00875,0.2,1,2,0.4659223759080131,0.476704902467476
LSPIN,lspin_tf,0.12,0.007,0.2,0,1,0.3690438941651904,0.4413124945513003
LSPIN,lspin_tf,0.12,0.007,0.2,0,2,0.5277864679372445,0.5643731299937078
LSPIN,lspin_tf,0.12,0.007,0.2,1,2,0.6081532474768382,0.6223703792633714
LSPIN,lspin_tf,0.12,0.00525,0.2,0,1,0.4730993172257594,0.5216859326509498
LSPIN,lspin_tf,0.12,0.00525,0.2,0,2,0.7863859933183159,0.7449105487740466
LSPIN,lspin_tf,0.12,0.00525,0.2,1,2,0.4442737009632908,0.4989637626848985
L-LSPIN,lspin_tf,0.15,0.021,0.2,0,1,0.3353418335943636,0.4046705115828168
L-LSPIN,lspin_tf,0.15,0.021,0.2,0,2,0.4288601262311313,0.5147455054402063
L-LSPIN,lspin_tf,0.15,0.021,0.2,1,2,0.2607096974778625,0.3595336965782756
L-LSPIN,lspin_tf,0.15,0.014,0.2,0,1,0.6400537112985715,0.6502054431104105
L-LSPIN,lspin_tf,0.15,0.014,0.2,0,2,0.3643674010232088,0.4429491191369039
L-LSPIN,lspin_tf,0.15,0.014,0.2,1,2,0.3483634630916297,0.4630225965544263
L-LSPIN,lspin_tf,0.15,0.0105,0.2,0,1,0.384106842124265,0.4684382023373476
L-LSPIN,lspin_tf,0.15,0.0105,0.2,0,2,0.3819738836712295,0.4652196112963777
L-LSPIN,lspin_tf,0.15,0.0105,0.2,1,2,0.4252893223268096,0.4876635109369266
L-LSPIN,lspin_tf,0.15,0.00875,0.2,0,1,0.3729606966330525,0.4659563818274914
L-LSPIN,lspin_tf,0.15,0.00875,0.2,0,2,0.7142558576865567,0.7054614515151052
L-LSPIN,lspin_tf,0.15,0.00875,0.2,1,2,0.3738605134732021,0.4817560740869651
L-LSPIN,lspin_tf,0.15,0.007,0.2,0,1,0.5716420842115211,0.5598453989799258
L-LSPIN,lspin_tf,0.15,0.007,0.2,0,2,0.6378810756694899,0.6424870005560679
L-LSPIN,lspin_tf,0.15,0.007,0.2,1,2,0.631916295803996,0.6285370389110948
L-LSPIN,lspin_tf,0.12,0.021,0.2,0,1,0.6115290668200346,0.5733408550453488
L-LSPIN,lspin_tf,0.12,0.021,0.2,0,2,0.3972106802170353,0.4751680279778578
L-LSPIN,lspin_tf,0.12,0.021,0.2,1,2,0.3423558695678135,0.4490862035165968
L-LSPIN,lspin_tf,0.12,0.014,0.2,0,1,0.4700927698262593,0.4954772468593392
L-LSPIN,lspin_tf,0.12,0.014,0.2,0,2,0.3090424262910112,0.3844392245851852
L-LSPIN,lspin_tf,0.12,0.014,0.2,1,2,0.3458812733042603,0.4587249793311858
L-LSPIN,lspin_tf,0.12,0.0105,0.2,0,1,0.3624246952817189,0.468876142331329
L-LSPIN,lspin_tf,0.12,0.0105,0.2,0,2,0.4347037965185344,0.4363181281537456
L-LSPIN,lspin_tf,0.12,0.0105,0.2,1,2,0.2995591804660382,0.3979284920789471
L-LSPIN,lspin_tf,0.12,0.00875,0.2,0,1,0.4023277152990145,0.4754873039322252
L-LSPIN,lspin_tf,0.12,0.00875,0.2,0,2,0.4803264779474519,0.5107319833989903
L-LSPIN,lspin_tf,0.12,0.00875,0.2,1,2,0.5702559811232337,0.6336286080842121
L-LSPIN,lspin_tf,0.12,0.007,0.2,0,1,0.5138092164852485,0.565867227713863
L-LSPIN,lspin_tf,0.12,0.007,0.2,0,2,0.5478780289168602,0.5757161380429235
L-LSPIN,lspin_tf,0.12,0.007,0.2,1,2,0.5333475616283893,0.5951353105848806
Concrete,concrete,0.15,0.0055,0.2,0,1,0.2043790076786266,0.296179823708595
Concrete,concrete,0.15,0.0055,0.2,0,2,0.3397797099011638,0.3962506013072145
Concrete,concrete,0.15,0.0055,0.2,1,2,0.4497732504832508,0.5094810256645534
Concrete,concrete,0.15,0.0044,0.2,0,1,0.5230795760051504,0.6025837178057645
Concrete,concrete,0.15,0.0044,0.2,0,2,0.5166234138895731,0.5631756921282485
Concrete,concrete,0.15,0.0044,0.2,1,2,0.7891656530362559,0.6987950466815434
Concrete,concrete,0.15,0.0033,0.2,0,1,0.5094865318682943,0.4750258199417484
Concrete,concrete,0.15,0.0033,0.2,0,2,0.4537447913571668,0.506941103526546
Concrete,concrete,0.15,0.0033,0.2,1,2,0.4805856284544436,0.5406919068153766
Concrete,concrete,0.15,0.00275,0.2,0,1,0.4281272793811006,0.4772542641490223
Concrete,concrete,0.15,0.00275,0.2,0,2,0.3815122625424807,0.4692199950249601
Concrete,concrete,0.15,0.00275,0.2,1,2,0.3820699127894614,0.4638697232859852
Concrete,concrete,0.15,0.0022,0.2,0,1,0.3631753443101391,0.4420429715667984
Concrete,concrete,0.15,0.0022,0.2,0,2,0.5641344772982547,0.6177781851504066
Concrete,concrete,0.15,0.0022,0.2,1,2,0.3742790683618311,0.4952985883342997
Concrete,concrete,0.12,0.0055,0.2,0,1,0.4332813734252012,0.4982453772812409
Concrete,concrete,0.12,0.0055,0.2,0,2,0.4562587995394119,0.4314876749028626
Concrete,concrete,0.12,0.0055,0.2,1,2,0.3184615099789229,0.3539157086662472
Concrete,concrete,0.12,0.0044,0.2,0,1,0.3445442642225856,0.3839354127424791
Concrete,concrete,0.12,0.0044,0.2,0,2,0.3951902692029728,0.5039396802072273
Concrete,concrete,0.12,0.0044,0.2,1,2,0.3656363152772057,0.4802973105587115
Concrete,concrete,0.12,0.0033,0.2,0,1,0.5491427996520677,0.6377302301379435
Concrete,concrete,0.12,0.0033,0.2,0,2,0.336192431740526,0.4274734224408383
Concrete,concrete,0.12,0.0033,0.2,1,2,0.3208693111013468,0.3929062960079116
Concrete,concrete,0.12,0.00275,0.2,0,1,0.5590541066322605,0.5514659911582188
Concrete,concrete,0.12,0.00275,0.2,0,2,0.3832215831843847,0.4553415219674463
Concrete,concrete,0.12,0.00275,0.2,1,2,0.3944473046627205,0.47600989410293
Concrete,concrete,0.12,0.0022,0.2,0,1,0.4982759373555431,0.5535153819827974
Concrete,concrete,0.12,0.0022,0.2,0,2,0.512394195491961,0.5610180587699105
Concrete,concrete,0.12,0.0022,0.2,1,2,0.7319434127211496,0.6492611035694824
L-Concrete,concrete,0.15,0.0066,0.2,0,1,0.3777296108563536,0.5109006630232569
L-Concrete,concrete,0.15,0.0066,0.2,0,2,0.5792614947804469,0.6459126354758515
L-Concrete,concrete,0.15,0.0066,0.2,1,2,0.5452584268876983,0.603852558375838
L-Concrete,concrete,0.15,0.0044,0.2,0,1,0.7232439981398325,0.7146568263264773
L-Concrete,concrete,0.15,0.0044,0.2,0,2,0.6127127120182074,0.6550746044270447
L-Concrete,concrete,0.15,0.0044,0.2,1,2,0.588188583442892,0.6155071164502118
L-Concrete,concrete,0.15,0.0033,0.2,0,1,0.4642448661660519,0.577415162520855
L-Concrete,concrete,0.15,0.0033,0.2,0,2,0.482256304749904,0.5915713155178363
L-Concrete,concrete,0.15,0.0033,0.2,1,2,0.7185318635963206,0.7079764080106279
L-Concrete,concrete,0.15,0.00275,0.2,0,1,0.5082946018386529,0.5855285263701664
L-Concrete,concrete,0.15,0.00275,0.2,0,2,0.6146375229993811,0.6415435114274981
L-Concrete,concrete,0.15,0.00275,0.2,1,2,0.5208225779583261,0.5976639285174775
L-Concrete,concrete,0.15,0.00165,0.2,0,1,0.6386480313175278,0.6576167071517673
L-Concrete,concrete,0.15,0.00165,0.2,0,2,0.5047305732338911,0.6104962363088957
L-Concrete,concrete,0.15,0.00165,0.2,1,2,0.4855325539183641,0.550111676134449
L-Concrete,concrete,0.12,0.0066,0.2,0,1,0.5815235511084313,0.608002784272405
L-Concrete,concrete,0.12,0.0066,0.2,0,2,0.5544125005908164,0.5873296742799202
L-Concrete,concrete,0.12,0.0066,0.2,1,2,0.5893438559343154,0.58785598730462
L-Concrete,concrete,0.12,0.0044,0.2,0,1,0.5672723750736196,0.5972277996374405
L-Concrete,concrete,0.12,0.0044,0.2,0,2,0.7045484253793887,0.6984217003635793
L-Concrete,concrete,0.12,0.0044,0.2,1,2,0.6403832857354648,0.6665181837083008
L-Concrete,concrete,0.12,0.0033,0.2,0,1,0.6987182560690229,0.6883400213427259
L-Concrete,concrete,0.12,0.0033,0.2,0,2,0.7619107533075504,0.7176586444925268
L-Concrete,concrete,0.12,0.0033,0.2,1,2,0.6268439128171268,0.6737021256766599
L-Concrete,concrete,0.12,0.00275,0.2,0,1,0.5334900021867298,0.6680070899705012
L-Concrete,concrete,0.12,0.00275,0.2,0,2,0.4671066461295585,0.539220975214439
L-Concrete,concrete,0.12,0.00275,0.2,1,2,0.5958854975599204,0.6144893075027055
L-Concrete,concrete,0.12,0.00165,0.2,0,1,0.5214470656787173,0.5722727687861474
L-Concrete,concrete,0.12,0.00165,0.2,0,2,0.4656154366663284,0.547858838555222
L-Concrete,concrete,0.12,0.00165,0.2,1,2,0.7859643227723039,0.7752259089415945
LSPIN,lspin_tf,0.15,0.014,0.4,0,1,0.3786279702470373,0.4664397159827984
LSPIN,lspin_tf,0.15,0.014,0.4,0,2,0.3303782982431317,0.3885830560089542
LSPIN,lspin_tf,0.15,0.014,0.4,1,2,0.3073232740124073,0.4438390118245286
LSPIN,lspin_tf,0.15,0.0105,0.4,0,1,0.3785606667526905,0.4396937051127099
LSPIN,lspin_tf,0.15,0.0105,0.4,0,2,0.4489518711403428,0.5635422558091164
LSPIN,lspin_tf,0.15,0.0105,0.4,1,2,0.3524868471643163,0.4420431448094719
LSPIN,lspin_tf,0.15,0.00875,0.4,0,1,0.5853833894932325,0.5742287591387807
LSPIN,lspin_tf,0.15,0.00875,0.4,0,2,0.5694749760670502,0.5404819929253696
LSPIN,lspin_tf,0.15,0.00875,0.4,1,2,0.5179178615439434,0.5645769525229091
LSPIN,lspin_tf,0.15,0.007,0.4,0,1,0.4363261146840642,0.5405243187650173
LSPIN,lspin_tf,0.15,0.007,0.4,0,2,0.5844901011813463,0.5994754382137991
LSPIN,lspin_tf,0.15,0.007,0.4,1,2,0.415241842139166,0.5212194366337092
LSPIN,lspin_tf,0.15,0.00525,0.4,0,1,0.4078400892275065,0.4949847667836506
LSPIN,lspin_tf,0.15,0.00525,0.4,0,2,0.5027358625382781,0.5251941556881108
LSPIN,lspin_tf,0.15,0.00525,0.4,1,2,0.537548934158126,0.5547900475035619
LSPIN,lspin_tf,0.12,0.014,0.4,0,1,0.3531587274338983,0.429802695048288
LSPIN,lspin_tf,0.12,0.014,0.4,0,2,0.3367338436139513,0.4179686347765463
LSPIN,lspin_tf,0.12,0.014,0.4,1,2,0.4766169391301907,0.5377975862140524
LSPIN,lspin_tf,0.12,0.0105,0.4,0,1,0.3815815271430423,0.4545289747931905
LSPIN,lspin_tf,0.12,0.0105,0.4,0,2,0.4032919455518213,0.4717210207258218
LSPIN,lspin_tf,0.12,0.0105,0.4,1,2,0.4287165094109418,0.4444254058235369
LSPIN,lspin_tf,0.12,0.00875,0.4,0,1,0.3246107493944729,0.4054550036702797
LSPIN,lspin_tf,0.12,0.00875,0.4,0,2,0.3881779742882917,0.4494144695703783
LSPIN,lspin_tf,0.12,0.00875,0.4,1,2,0.6473778218589586,0.6568040564667905
LSPIN,lspin_tf,0.12,0.007,0.4,0,1,0.4997441868236053,0.583192784550231
LSPIN,lspin_tf,0.12,0.007,0.4,0,2,0.4808903316143926,0.5378115028998509
LSPIN,lspin_tf,0.12,0.007,0.4,1,2,0.4883327984329972,0.5432862737554018
LSPIN,lspin_tf,0.12,0.00525,0.4,0,1,0.310610221538059,0.3915272688233859
LSPIN,lspin_tf,0.12,0.00525,0.4,0,2,0.3263010493396148,0.4427820355157542
LSPIN,lspin_tf,0.12,0.00525,0.4,1,2,0.349206114085907,0.4658976122416976
L-LSPIN,lspin_tf,0.15,0.021,0.4,0,1,0.4542198808784237,0.53350145564477
L-LSPIN,lspin_tf,0.15,0.021,0.4,0,2,0.3099946092151797,0.3944228644498656
L-LSPIN,lspin_tf,0.15,0.021,0.4,1,2,0.3888030316433691,0.4427093923090988
L-LSPIN,lspin_tf,0.15,0.014,0.4,0,1,0.4553615058483248,0.5074524030210956
L-LSPIN,lspin_tf,0.15,0.014,0.4,0,2,0.435039782597631,0.4936951449358252
L-LSPIN,lspin_tf,0.15,0.014,0.4,1,2,0.6212087109492577,0.6316324242720223
L-LSPIN,lspin_tf,0.15,0.0105,0.4,0,1,0.38504195859734,0.439545806456795
L-LSPIN,lspin_tf,0.15,0.0105,0.4,0,2,0.4963693436454796,0.5307043953255014
L-LSPIN,lspin_tf,0.15,0.0105,0.4,1,2,0.3269461261456212,0.4009044130041704
L-LSPIN,lspin_tf,0.15,0.00875,0.4,0,1,0.521288611963813,0.5559432335694808
L-LSPIN,lspin_tf,0.15,0.00875,0.4,0,2,0.4342924711720879,0.521167114106675
L-LSPIN,lspin_tf,0.15,0.00875,0.4,1,2,0.4270259206998592,0.4572745880636483
L-LSPIN,lspin_tf,0.15,0.007,0.4,0,1,0.5172807349985683,0.5497004228282666
L-LSPIN,lspin_tf,0.15,0.007,0.4,0,2,0.6452055195184238,0.6704420850428875
L-LSPIN,lspin_tf,0.15,0.007,0.4,1,2,0.5482678484462966,0.5635459017876155
L-LSPIN,lspin_tf,0.12,0.021,0.4,0,1,0.3488740562402137,0.3915408205904579
L-LSPIN,lspin_tf,0.12,0.021,0.4,0,2,0.3704022167285674,0.4242736986987976
L-LSPIN,lspin_tf,0.12,0.021,0.4,1,2,0.5098247182922729,0.5504460699461925
L-LSPIN,lspin_tf,0.12,0.014,0.4,0,1,0.4604051134514972,0.4887464547972383
L-LSPIN,lspin_tf,0.12,0.014,0.4,0,2,0.4373531504850138,0.5027129953914445
L-LSPIN,lspin_tf,0.12,0.014,0.4,1,2,0.4560928069528976,0.4925362283593893
L-LSPIN,lspin_tf,0.12,0.0105,0.4,0,1,0.4863491182406348,0.5288276676429372
L-LSPIN,lspin_tf,0.12,0.0105,0.4,0,2,0.5028569929373158,0.4974500225423509
L-LSPIN,lspin_tf,0.12,0.0105,0.4,1,2,0.5501745234102754,0.6085355397695716
L-LSPIN,lspin_tf,0.12,0.00875,0.4,0,1,0.6042392632137255,0.5968529185687554
L-LSPIN,lspin_tf,0.12,0.00875,0.4,0,2,0.6804988513655169,0.6799715736147651
L-LSPIN,lspin_tf,0.12,0.00875,0.4,1,2,0.4860325314398249,0.5051965042809334
L-LSPIN,lspin_tf,0.12,0.007,0.4,0,1,0.6821302812926667,0.6956966326059931
L-LSPIN,lspin_tf,0.12,0.007,0.4,0,2,0.7685093576284373,0.721261831935248
L-LSPIN,lspin_tf,0.12,0.007,0.4,1,2,0.6892536792943523,0.7045041707742622
Concrete,concrete,0.15,0.0055,0.4,0,1,0.4469661074345544,0.4604239495331167
Concrete,concrete,0.15,0.0055,0.4,0,2,0.3494358121319916,0.4455212810864376
Concrete,concrete,0.15,0.0055,0.4,1,2,0.3403328081466311,0.43400317802782
Concrete,concrete,0.15,0.0044,0.4,0,1,0.6253519585765094,0.5450094123025685
Concrete,concrete,0.15,0.0044,0.4,0,2,0.3705782390573179,0.4740011133200488
Concrete,concrete,0.15,0.0044,0.4,1,2,0.3320593762430497,0.3855641127946645
Concrete,concrete,0.15,0.0033,0.4,0,1,0.3573944730720277,0.3784669380033645
Concrete,concrete,0.15,0.0033,0.4,0,2,0.3510720270052776,0.4219102372349635
Concrete,concrete,0.15,0.0033,0.4,1,2,0.530398656241487,0.5545407750728208
Concrete,concrete,0.15,0.00275,0.4,0,1,0.4294914361186062,0.4902227659143336
Concrete,concrete,0.15,0.00275,0.4,0,2,0.4682983893242297,0.6045548639240127
Concrete,concrete,0.15,0.00275,0.4,1,2,0.5598963296452623,0.5805376204931388
Concrete,concrete,0.15,0.0022,0.4,0,1,0.5983810843626011,0.621536154149329
Concrete,concrete,0.15,0.0022,0.4,0,2,0.4469768904586961,0.4597964599325916
Concrete,concrete,0.15,0.0022,0.4,1,2,0.6372622211459932,0.5516888586111987
Concrete,concrete,0.12,0.0055,0.4,0,1,0.4558463213737395,0.4745452001914497
Concrete,concrete,0.12,0.0055,0.4,0,2,0.2410887401633038,0.3482095882983665
Concrete,concrete,0.12,0.0055,0.4,1,2,0.2187598080553279,0.3116221797650844
Concrete,concrete,0.12,0.0044,0.4,0,1,0.4226295562892869,0.4816900827388053
Concrete,concrete,0.12,0.0044,0.4,0,2,0.4090318208533219,0.4496451173452494
Concrete,concrete,0.12,0.0044,0.4,1,2,0.5152338025250308,0.4435190891304824
Concrete,concrete,0.12,0.0033,0.4,0,1,0.4667410798941281,0.4778094082921258
Concrete,concrete,0.12,0.0033,0.4,0,2,0.4198676876266468,0.5024397579275014
Concrete,concrete,0.12,0.0033,0.4,1,2,0.3830659383967967,0.4659865887332101
Concrete,concrete,0.12,0.00275,0.4,0,1,0.5159873867071172,0.5896517366796756
Concrete,concrete,0.12,0.00275,0.4,0,2,0.3178923427054884,0.4189713309726461
Concrete,concrete,0.12,0.00275,0.4,1,2,0.380498113968281,0.4545980874503048
Concrete,concrete,0.12,0.0022,0.4,0,1,0.4599616582693336,0.5032429613221987
Concrete,concrete,0.12,0.0022,0.4,0,2,0.5548345016709074,0.5892846412843992
Concrete,concrete,0.12,0.0022,0.4,1,2,0.5028691154943019,0.5332326414862795
L-Concrete,concrete,0.15,0.0066,0.4,0,1,0.5284818581811905,0.5861204927476358
L-Concrete,concrete,0.15,0.0066,0.4,0,2,0.4788231955721995,0.5911995934138828
L-Concrete,concrete,0.15,0.0066,0.4,1,2,0.6915424541168183,0.70635466601334
L-Concrete,concrete,0.15,0.0044,0.4,0,1,0.5864867705589073,0.6333814342412917
L-Concrete,concrete,0.15,0.0044,0.4,0,2,0.7343203895751848,0.712443343944547
L-Concrete,concrete,0.15,0.0044,0.4,1,2,0.5257514189221736,0.5923476225087869
L-Concrete,concrete,0.15,0.0033,0.4,0,1,0.7909382303006309,0.7791022681265329
